row_label_raw,row_label_full,Số dư đầu năm,Năm 2022triệu đồng > 137.632,Năm 2021triệu đồng > 141.331,numeric__Năm 2022triệu đồng > 137.632,numeric__Năm 2021triệu đồng > 141.331
Điều chỉnh đầu kỳ,Điều chỉnh đầu kỳ,Điều chỉnh đầu kỳ,(10.908),-,-10908.0,
Trích lập trong năm (Thuyết minh số 32),Trích lập trong năm (Thuyết minh số 32),Trích lập trong năm (Thuyết minh số 32),16.772,34.258,16772.0,34258.0
Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,Sử dụng quỹ dự phòng,-,(37.957),,-37957.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,143.496,137.632,143496.0,137632.0
