row_label_raw,row_label_full,col_0,Năm 2022 triệu đồng,Năm 2021 triệu đồng,numeric__Năm 2022 triệu đồng,numeric__Năm 2021 triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,22.729.320,16.527.259,22729320.0,16527259.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Thu nhập từ cố tức không chịu thuế,Điều chỉnh cho các khoản > - Thu nhập từ cố tức không chịu thuế,- Thu nhập từ cố tức không chịu thuế,(11.219),(47.736),-11219.0,-47736.0
- Lãi thuần của các chi nhánh nước ngoài,Điều chỉnh cho các khoản > - Lãi thuần của các chi nhánh nước ngoài,- Lãi thuần của các chi nhánh nước ngoài,(40.159),(78.105),-40159.0,-78105.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,131.615,44.836,131615.0,44836.0
- Lợi nhuận tính thuế của các công ty con,Điều chỉnh cho các khoản > - Lợi nhuận tính thuế của các công ty con,- Lợi nhuận tính thuế của các công ty con,(2.846.367),(2.319.501),-2846367.0,-2319501.0
- Các bút toán điều chỉnh hợp nhất không chịu thuế,Điều chỉnh cho các khoản > - Các bút toán điều chỉnh hợp nhất không chịu thuế,- Các bút toán điều chỉnh hợp nhất không chịu thuế,30.641,13.191,30641.0,13191.0
Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Điều chỉnh cho các khoản > Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Thu nhập chịu thuế ước tính trong năm tại Việt Nam,19.993.831,14.139.944,19993831.0,14139944.0
Thuế TNDN của Ngân hàng tại Việt Nam (20%),Điều chỉnh cho các khoản > Thuế TNDN của Ngân hàng tại Việt Nam (20%),Thuế TNDN của Ngân hàng tại Việt Nam (20%),3.998.766,2.827.989,3998766.0,2827989.0
Thuế TNDN của chi nhánh nước ngoài,Điều chỉnh cho các khoản > Thuế TNDN của chi nhánh nước ngoài,Thuế TNDN của chi nhánh nước ngoài,9.521,15.674,9521.0,15674.0
Thuế TNDN của các công ty con,Điều chỉnh cho các khoản > Thuế TNDN của các công ty con,Thuế TNDN của các công ty con,574.686,463.911,574686.0,463911.0
Chi phí thuế TNDN trong năm,Điều chỉnh cho các khoản > Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,4.582.973,3.307.574,4582973.0,3307574.0
Thuế TNDN phải trả đầu năm,Điều chỉnh cho các khoản > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,901.387,543.357,901387.0,543357.0
Thuế TNDN đã trả trong năm,Điều chỉnh cho các khoản > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(2.372.089),(2.962.863),-2372089.0,-2962863.0
Trích nộp thuế bổ sung,Điều chỉnh cho các khoản > Trích nộp thuế bổ sung,Trích nộp thuế bổ sung,2.266,13.313,2266.0,13313.0
Điều chỉnh của chi nhánh nước ngoài,Điều chỉnh cho các khoản > Điều chỉnh của chi nhánh nước ngoài,Điều chỉnh của chi nhánh nước ngoài,(3.034),2.985,-3034.0,2985.0
Điều chỉnh theo KTNN,Điều chỉnh cho các khoản > Điều chỉnh theo KTNN,Điều chỉnh theo KTNN,20.037,-,20037.0,
Chênh lệch tỷ giá hối đoài,Điều chỉnh cho các khoản > Chênh lệch tỷ giá hối đoài,Chênh lệch tỷ giá hối đoài,(4.056),(1.642),-4056.0,-1642.0
Thuế TNDN phäl trả cuối năm,Điều chỉnh cho các khoản > Thuế TNDN phäl trả cuối năm,Thuế TNDN phäl trả cuối năm,3.127.484,901.387,3127484.0,901387.0
