row_label_raw,row_label_full,Số dư đầu năm > Trích lập/(hoàn nhập) trong năm,Chủng khoánđầu tư sẵn sàngđể bántriệu đồng > 376.977 > (23.506),Chủng khoánđầu tư giữ đếningày đáo hạntriệu đồng > 58.982 > 11.376,Tổngtriệu đồng > 435.959 > (12.130),numeric__Chủng khoánđầu tư sẵn sàngđể bántriệu đồng > 376.977 > (23.506),numeric__Chủng khoánđầu tư giữ đếningày đáo hạntriệu đồng > 58.982 > 11.376,numeric__Tổngtriệu đồng > 435.959 > (12.130)
Sử dụng quỹ dư phòng,Sử dụng quỹ dư phòng,Sử dụng quỹ dư phòng,(1.073),-,(1.073),-1073.0,,-1073.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,352.398,70.358,422.756,352398.0,70358.0,422756.0
