row_label_raw,row_label_full,Cổ tức trên cổ phiếu phổ thông,Cổ tức trên cổ phiếu phổ thông_1,Cổ tức trên cổ phiếu phổ thông_2,numeric__Cổ tức trên cổ phiếu phổ thông_1,numeric__Cổ tức trên cổ phiếu phổ thông_2
Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 20%/cổ phiếu,Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 20%/cổ phiếu,Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 20%/cổ phiếu,7.556.643,-,7556643.0,
Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếu,Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếu,Chia cổ tức cho cổ đông hiện hữu bằng cổ phiếu: 35%/cổ phiếu,-,9.795.649,,9795649.0
"Chia cổ phiếu quỹ cho cổ đông hiện hữu (tỷ lệ 0,9237%)","Chia cổ phiếu quỹ cho cổ đông hiện hữu (tỷ lệ 0,9237%)","Chia cổ phiếu quỹ cho cổ đông hiện hữu (tỷ lệ 0,9237%)",-,564.397,,564397.0
