row_label_raw,row_label_full,Lợi thể thương mại (Thuyết minh số 19),31/12/2022triêu đông > 28.568,31/12/2021triêu đông > 38.090,numeric__31/12/2022triêu đông > 28.568,numeric__31/12/2021triêu đông > 38.090
Chi phí trả trước chở phân bổ khác,Chi phí trả trước chở phân bổ khác,Chi phí trả trước chở phân bổ khác,3.537.140,1.892.846,3537140.0,1892846.0
Hàng hóa bất động sản của công ty con,Hàng hóa bất động sản của công ty con,Hàng hóa bất động sản của công ty con,376.068,397.917,376068.0,397917.0
Phải thu về hoạt động ủy thác đầu tư,Phải thu về hoạt động ủy thác đầu tư,Phải thu về hoạt động ủy thác đầu tư,2.145.266,1.542.965,2145266.0,1542965.0
Tài sản có khác,Tài sản có khác,Tài sản có khác,87.631,90.145,87631.0,90145.0
,,,6.174.673,3.961.963,6174673.0,3961963.0
