row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2022 triệu đồng,31/12/2021 triệu đồng,numeric__Thuyết minh,numeric__31/12/2022 triệu đồng,numeric__31/12/2021 triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,,146.170,163.039,,146170.0,163039.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,,202.660.266,248.479.808,,202660266.0,248479808.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,,1.462.863,1.734.746,,1462863.0,1734746.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,,1.339.219,2.196.936,,1339219.0,2196936.0
- Cam kết mua giao dịch hoán đối,- Cam kết mua giao dịch hoán đối,- Cam kết mua giao dịch hoán đối,,99.955.883,122.347.042,,99955883.0,122347042.0
- Cam kết bán giao dịch hoán đối,- Cam kết bán giao dịch hoán đối,- Cam kết bán giao dịch hoán đối,,99.902.301,122.201.084,,99902301.0,122201084.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,,28.829.163,34.857.504,,28829163.0,34857504.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,,118.000.076,102.801.455,,118000076.0,102801455.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,,50.621.181,61.205.263,,50621181.0,61205263.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,42,3.892.368,2.653.262,42.0,3892368.0,2653262.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,43,29.045.662,24.385.128,43.0,29045662.0,24385128.0
Tải sản và chứng từ khác,Tải sản và chứng từ khác,Tải sản và chứng từ khác,44,261.162.279,221.173.565,44.0,261162279.0,221173565.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,694.357.165,695.719.024,,694357165.0,695719024.0
