row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2022 triệu đồng,31/12/2021 triệu đồng,numeric__Thuyết minh,numeric__31/12/2022 triệu đồng,numeric__31/12/2021 triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,20,31.788,262.281,20.0,31788.0,262281.0
Tiền gửi và vay các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Tiền gửi và vay các tổ chức tin dụng khác,Tiền gửi và vay các tổ chức tin dụng khác,,65.116.779,59.560.384,,65116779.0,59560384.0
Tiền gửi của các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Tiền gửi của các tổ chức tin dụng khác,Tiền gửi của các tổ chức tin dụng khác,21.1,33.059.306,13.870.641,211.0,33059306.0,13870641.0
Vay các tổ chức tin dụng khác,NỘ PHẢI TRẢ > Vay các tổ chức tin dụng khác,Vay các tổ chức tin dụng khác,21.2,32.057.473,45.689.743,212.0,32057473.0,45689743.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,22,443.605.638,384.692.155,22.0,443605638.0,384692155.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",23,2.002.722,1.998.703,23.0,2002722.0,1998703.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,24,96.578.125,66.886.924,24.0,96578125.0,66886924.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,,41.584.102,31.253.949,,41584102.0,31253949.0
"Các khoản lãi, phí phải trả","NỘ PHẢI TRẢ > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",,7.688.257,5.077.890,,7688257.0,5077890.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,25,33.895.818,26.176.059,25.0,33895818.0,26176059.0
Dự phòng rủi ro khác,NỘ PHẢI TRẢ > Dự phòng rủi ro khác,Dự phòng rủi ro khác,,27,,,27.0,
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,648.919.154,544.654.396,,648919154.0,544654396.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn của tổ chức tin dụng,VỐN CHỦ SỞ HỮU > Vốn của tổ chức tin dụng,Vốn của tổ chức tin dụng,,47.596.709,39.318.356,,47596709.0,39318356.0
- Vốn điều lệ,VỐN CHỦ SỞ HỮU > - Vốn điều lệ,- Vốn điều lệ,,45.339.861,37.783.218,,45339861.0,37783218.0
- Thắng dư vốn cổ phần,VỐN CHỦ SỞ HỮU > - Thắng dư vốn cổ phần,- Thắng dư vốn cổ phần,,869.327,869.327,,869327.0,869327.0
- Vốn khác,VỐN CHỦ SỞ HỮU > - Vốn khác,- Vốn khác,,1.387.521,665.811,,1387521.0,665811.0
Quỹ của Tổ chức tin dụng,VỐN CHỦ SỞ HỮU > Quỹ của Tổ chức tin dụng,Quỹ của Tổ chức tin dụng,,9.288.618,7.341.330,,9288618.0,7341330.0
Lợi nhuận chưa phân phối,VỐN CHỦ SỞ HỮU > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,,19.063.767,12.915.149,,19063767.0,12915149.0
Lợi ích của cổ đông không kiểm soát,VỐN CHỦ SỞ HỮU > Lợi ích của cổ đông không kiểm soát,Lợi ích của cổ đông không kiểm soát,,3.664.125,2.911.188,,3664125.0,2911188.0
TỔNG VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,27,79.613.219,62.486.023,27.0,79613219.0,62486023.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,728.532.373,607.140.419,,728532373.0,607140419.0
