row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,31/12/2021,31/12/2021_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2021,numeric__31/12/2021_1
,,,triệu đồng,%,triệu đồng,%,,,,
"Nông, làm nghiệp và thủy sản","Nông, làm nghiệp và thủy sản","Nông, làm nghiệp và thủy sản",4.559.921,"0,99",3.506.228,"0,96",4559921.0,0.99,3506228.0,0.96
Khai khoáng,Khai khoáng,Khai khoáng,2.969.396,"0,64",2.980.179,"0,82",2969396.0,0.64,2980179.0,0.82
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",71.318.239,"15,48",53.107.960,"14,61",71318239.0,15.48,53107960.0,14.61
"Sản xuất và phân phối điện, khí đốt, nước nóng","Sản xuất và phân phối điện, khí đốt, nước nóng","Sản xuất và phân phối điện, khí đốt, nước nóng",31.922.949,"6,93",30.741.006,"8,46",31922949.0,6.93,30741006.0,8.46
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",762.237,"0,17",676.925,"0,19",762237.0,0.17,676925.0,0.19
Xây dựng,Xây dựng,Xây dựng,26.445.868,"5,74",22.523.216,"6,20",26445868.0,5.74,22523216.0,6.2
"Bán buôn, bán lẻ, sữa chữa ở tô, xe máy","Bán buôn, bán lẻ, sữa chữa ở tô, xe máy","Bán buôn, bán lẻ, sữa chữa ở tô, xe máy",114.651.780,"24,89",81.361.737,"22,38",114651780.0,24.89,81361737.0,22.38
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,8.216.403,"1,78",6.364.695,"1,75",8216403.0,1.78,6364695.0,1.75
"Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống",10.825.513,"2,35",9.021.897,"2,48",10825513.0,2.35,9021897.0,2.48
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,2.371.359,"0,51",1.861.184,"0,51",2371359.0,0.51,1861184.0,0.51
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",274.407,"0,06",2.439.625,"0,67",274407.0,0.06,2439625.0,0.67
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,21.357.811,"4,64",12.632.155,"3,47",21357811.0,4.64,12632155.0,3.47
"Chuyên môn, khoa học và công nghệ","Chuyên môn, khoa học và công nghệ","Chuyên môn, khoa học và công nghệ",499.184,"0,11",519.234,"0,14",499184.0,0.11,519234.0,0.14
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,640.479,"0,14",435.207,"0,12",640479.0,0.14,435207.0,0.12
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,895.429,"0,19",534.630,"0,15",895429.0,0.19,534630.0,0.15
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,3.639.050,"0,79",3.199.312,"0,88",3639050.0,0.79,3199312.0,0.88
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",2.466.786,"0,54",3.007.047,"0,83",2466786.0,0.54,3007047.0,0.83
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,160.567,"0,03",148.658,"0,04",160567.0,0.03,148658.0,0.04
Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,150.444.509,"32,68",118.584.165,"32,61",150444509.0,32.68,118584165.0,32.61
Cho vay tại chỉ nhánh nước ngoài,Cho vay tại chỉ nhánh nước ngoài,Cho vay tại chỉ nhánh nước ngoài,2.393.095,"0,52",2.758.429,"0,76",2393095.0,0.52,2758429.0,0.76
Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,Các khoản cho vay giao dịch ký quỹ và ứng trước cho khách hàng,3.759.500,"0,82",7.151.289,"1,97",3759500.0,0.82,7151289.0,1.97
,,,460.574.482,"100,00",363.554.778,"100,00",460574482.0,100.0,363554778.0,100.0
