row_label_raw,row_label_full,col_0,31/12/2022triệu đồng,31/12/2021triệu đồng,numeric__31/12/2022triệu đồng,numeric__31/12/2021triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,24.835.507,24.155.189,24835507.0,24155189.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,5.745.487,3.322.748,5745487.0,3322748.0
- Bằng VND,- Bằng VND,- Bằng VND,1.813.428,713.154,1813428.0,713154.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.932.059,2.609.594,3932059.0,2609594.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,19.090.020,20.832.441,19090020.0,20832441.0
- Bằng VND,- Bằng VND,- Bằng VND,17.349.000,17.086.730,17349000.0,17086730.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.741.020,3.745.711,1741020.0,3745711.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,8.102.398,11.908.860,8102398.0,11908860.0
- Bằng VND,- Bằng VND,- Bằng VND,5.926.598,6.213.960,5926598.0,6213960.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.175.800,5.694.900,2175800.0,5694900.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,(695),(80.856),-695.0,-80856.0
,,,32.937.210,35.983.193,32937210.0,35983193.0
