row_label_raw,row_label_full,col_0,Quế hạn,Quế hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,numeric__Quế hạn,numeric__Quế hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5
,,,Trên 3 tháng triệu đồng,Đến 3 tháng triệu đồng,Đến 1 tháng triệu đồng,Từ 1 đến 3 tháng triệu đồng,Từ 3 đến 12 tháng triệu đồng,Từ 1 đến 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,3.744.100,-,-,-,-,3.744.100,,,3744100.0,,,,,3744100.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,39.854.541,-,-,-,-,39.654.541,,,39854541.0,,,,,39654541.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,17.023.955,11.398.690,3.166.019,1.349.241,-,32.937.905,,,17023955.0,11398690.0,3166019.0,1349241.0,,32937905.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,4.107.470,-,-,-,-,4.107.470,,,4107470.0,,,,,4107470.0
Các công cu tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cu tài chính phải sinh và các tài sản tài chính khác,Các công cu tài chính phải sinh và các tài sản tài chính khác,-,-,44.547,113.073,(46.801),(41.316),-,69.503,,,44547.0,113073.0,-46801.0,-41316.0,,69503.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),5.395.975,2.474.708,25.437.622,72.073.668,148.722.172,123.953.640,85.536.595,461.594.380,5395975.0,2474708.0,25437622.0,72073668.0,148722172.0,123953640.0,85536595.0,461594380.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),50.000,-,9.306.490,8.540.912,52.383.936,35.510.633,54.189.582,159.981.553,50000.0,,9306490.0,8540912.0,52383936.0,35510633.0,54189582.0,159981553.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,768.763,-,768.763,,,,,,768763.0,,768763.0
Tài sản cố định và bất động sải đầu tư,Tài sản > Tài sản cố định và bất động sải đầu tư,Tài sản cố định và bất động sải đầu tư,-,-,-,-,-,5.309.685,-,5.309.685,,,,,,5309685.0,,5309685.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),243.071,-,31.585.517,354.688,595.163,353.955,240,33.132.634,243071.0,,31585517.0,354688.0,595163.0,353955.0,240.0,33132634.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,5.689.046,2.474.708,130.904.242,92.481.031,202.820.489,167.204.601,139.726.417,741.300.534,5689046.0,2474708.0,130904242.0,92481031.0,202820489.0,167204601.0,139726417.0,741300534.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
