row_label_raw,row_label_full,Các khoản thuế phải nộp Nhà nước(Thuyết minh số 26),31/12/2022triệu đồng > 3.335.367,31/12/2021triệu đồng > 1.103.385,numeric__31/12/2022triệu đồng > 3.335.367,numeric__31/12/2021triệu đồng > 1.103.385
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,856.557,661.092,856557.0,661092.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,1.629.473,1.306.569,1629473.0,1306569.0
Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,11.142.119,7.591.775,11142119.0,7591775.0
Phải trả giao dịch chuyển tiền liên ngân hàng,Phải trả giao dịch chuyển tiền liên ngân hàng,Phải trả giao dịch chuyển tiền liên ngân hàng,9.410.486,7.834.781,9410486.0,7834781.0
Phải trả liên quan đến dịch vụ liên kết,Phải trả liên quan đến dịch vụ liên kết,Phải trả liên quan đến dịch vụ liên kết,422.384,447.365,422384.0,447365.0
Phải trả và ứng trước của công ty con,Phải trả và ứng trước của công ty con,Phải trả và ứng trước của công ty con,379.929,237.024,379929.0,237024.0
Các khoản chờ thanh toàn khác,Các khoản chờ thanh toàn khác,Các khoản chờ thanh toàn khác,3.313.094,4.323.991,3313094.0,4323991.0
,,,30.489.409,23.505.982,30489409.0,23505982.0
