row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,31/12/2022 VND,01/01/2022 VND,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__01/01/2022 VND
C.,C.,C.,NỘ PHẢI TRẢ,300,,2.801.584.764.771,2.780.862.739.898,,300.0,,2801584764771.0,2780862739898.0
I.,I.,I.,Nợ ngắn hạn,310,,2.750.043.954.761,2.709.771.959.560,,310.0,,2750043954761.0,2709771959560.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,16,478.927.718.394,363.762.300.188,,311.0,16.0,478927718394.0,363762300188.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,17,31.988.541.222,41.305.690.080,,312.0,17.0,31988541222.0,41305690080.0
3.,3.,3.,Thuế và các khoản khác phải nộp Nhà nước,313,18,120.405.840.829,60.933.337.962,,313.0,18.0,120405840829.0,60933337962.0
4.,4.,4.,Phải trả người lao động,314,,103.667.788.357,109.813.564.883,,314.0,,103667788357.0,109813564883.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,19,3.649.251.624,3.754.021.957,,315.0,19.0,3649251624.0,3754021957.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,620.308,18.181.818,,318.0,,620308.0,18181818.0
7.,7.,7.,Phải trả ngắn hạn khác,319,20.a,42.755.103.896,27.066.984.441,,319.0,,42755103896.0,27066984441.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,21,1.895.895.232.086,2.032.288.120.686,,320.0,21.0,1895895232086.0,2032288120686.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,72.753.858.045,70.829.757.545,,322.0,,72753858045.0,70829757545.0
II.,II.,II.,Nợ dài hạn,330,,51.540.810.010,71.090.780.338,,330.0,,51540810010.0,71090780338.0
1.,1.,1.,Phải trả dài hạn khác,337,20.b,10.510.373.364,20.356.047.079,,337.0,,10510373364.0,20356047079.0
2.,2.,2.,Quỹ phát triển khoa học và công nghệ,343,22,41.030.436.646,50.734.733.259,,343.0,22.0,41030436646.0,50734733259.0
D.,D.,D.,VỐN CHỦ SỞ HỮ'U,400,,7.464.879.424.244,7.094.887.530.449,,400.0,,7464879424244.0,7094887530449.0
I.,I.,I.,Vốn chủ sở hữu,410,23,7.464.879.424.244,7.094.887.530.449,,410.0,23.0,7464879424244.0,7094887530449.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,23,3.569.399.550.000,3.569.399.550.000,,411.0,23.0,3569399550000.0,3569399550000.0
,,,- Cổ phiếu phố thông có quyền biểu quyết,411a,,3.569.399.550.000,3.569.399.550.000,,,,3569399550000.0,3569399550000.0
,,,- Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,2.,2.,Thặng dư vốn cổ phần,412,23,353.499.663.780,353.499.663.780,,412.0,23.0,353499663780.0,353499663780.0
3.,3.,3.,Cổ phiếu quỹ,415,23,(834.457.318.216),(834.457.318.216),,415.0,23.0,-834457318216.0,-834457318216.0
4.,4.,4.,Quỹ đầu tư phát triển,418,23,675.773.360.282,638.166.434.928,,418.0,23.0,675773360282.0,638166434928.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,23,3.700.664.168.398,3.368.279.199.957,,421.0,23.0,3700664168398.0,3368279199957.0
,,,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,2.564.623.257.818,2.265.417.696.500,,,,2564623257818.0,2265417696500.0
,,,- LNST chưa phân phối kỳ này,421b,,1.136.040.910.580,1.102.861.503.457,,,,1136040910580.0,1102861503457.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,10.266.464.189.015,9.875.750.270.347,,440.0,,10266464189015.0,9875750270347.0
