row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty cổ phần Tasco Nam Thái,Công ty cổ phần Tasco Nam Thái,Công ty cổ phần Tasco Nam Thái,Công ty con,
Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,Công ty con,
Công ty TNHH MTV Dịch vụ Tasco,Công ty TNHH MTV Dịch vụ Tasco,Công ty TNHH MTV Dịch vụ Tasco,Công ty con,
Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,Công ty con,
Công ty TNHH MTV Tasco Nam Định,Công ty TNHH MTV Tasco Nam Định,Công ty TNHH MTV Tasco Nam Định,Công ty con đến ngày 22/12/2023,
Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,Công ty con,
Công ty cổ phần VETC,Công ty cổ phần VETC,Công ty cổ phần VETC,Công ty con,
Công ty TNHH thu phí tự động VETC,Công ty TNHH thu phí tự động VETC,Công ty TNHH thu phí tự động VETC,Công ty con,
Công ty TNHH Tasco Land,Công ty TNHH Tasco Land,Công ty TNHH Tasco Land,Công ty con,
Công ty TNHH Bảo hiểm Tasco,Công ty TNHH Bảo hiểm Tasco,Công ty TNHH Bảo hiểm Tasco,Công ty con,
Công ty TNHH MTV Tasco BOT,Công ty TNHH MTV Tasco BOT,Công ty TNHH MTV Tasco BOT,Công ty con (Thành lập ngày 02/06/2023),
Công ty TNHH Ô tô Bắc Âu Hà Nội,Công ty TNHH Ô tô Bắc Âu Hà Nội,Công ty TNHH Ô tô Bắc Âu Hà Nội,Công ty con gián tiếp từ ngày 08/09/2023,
Công ty cổ phần Carpla,Công ty cổ phần Carpla,Công ty cổ phần Carpla,Công ty con gián tiếp từ ngày 08/09/2023,
Công ty TNHH Toyota Giải Phóng,Công ty TNHH Toyota Giải Phóng,Công ty TNHH Toyota Giải Phóng,Công ty con gián tiếp từ ngày 08/09/2023,
Công ty TNHH Toyota Long Biên,Công ty TNHH Toyota Long Biên,Công ty TNHH Toyota Long Biên,Công ty con gián tiếp từ ngày 08/09/2023,
Công ty TNHH BOT Hùng Thắng Phú Thọ,Công ty TNHH BOT Hùng Thắng Phú Thọ,Công ty TNHH BOT Hùng Thắng Phú Thọ,Công ty liên kết gián tiếp,
Công ty TNHH NVT Holdings,Công ty TNHH NVT Holdings,Công ty TNHH NVT Holdings,Công ty liên kết gián tiếp,
Công ty cổ phần Du lịch Hồng Hải,Công ty cổ phần Du lịch Hồng Hải,Công ty cổ phần Du lịch Hồng Hải,Đơn vị có liên quan của thành viên HĐQT,
Công ty cổ phần phát triển Du lịch Tân An,Công ty cổ phần phát triển Du lịch Tân An,Công ty cổ phần phát triển Du lịch Tân An,Đơn vị có liên quan của thành viên HĐQT,
Công ty cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Công ty cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Công ty cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Đơn vị có liên quan của thành viên Ban Điều hành (từ ngày 24/11/2023),
Ông Phạm Quang Dũng,Ông Phạm Quang Dũng,Ông Phạm Quang Dũng,Cổ đông lớn,
Ông Vũ Đình Độ,Ông Vũ Đình Độ,Ông Vũ Đình Độ,Chủ tịch HĐQT,
Ông Hồ Việt Hà,Ông Hồ Việt Hà,Ông Hồ Việt Hà,Phó Chủ tịch HĐQT kiểm Tổng Giám đốc,
Ông Nguyễn Danh Hiếu,Ông Nguyễn Danh Hiếu,Ông Nguyễn Danh Hiếu,Phó Chủ tịch HĐQT,
Ông Nguyễn Thế Minh,Ông Nguyễn Thế Minh,Ông Nguyễn Thế Minh,Phó Chủ tịch HĐQT kiểm Phó Tổng Giám đốc,
Ông Trần Đức Huy,Ông Trần Đức Huy,Ông Trần Đức Huy,Phó Chủ tịch HĐQT (Thành viên độc lập HĐQT),
Bà Phan Thị Thu Thảo,Bà Phan Thị Thu Thảo,Bà Phan Thị Thu Thảo,Thành viên HĐQT kiểm Phó Tổng Giám đốc,
Ông Đình Đức Tùng,Ông Đình Đức Tùng,Ông Đình Đức Tùng,Thành viên HĐQT,
Bà Đàm Bích Thủy,Bà Đàm Bích Thủy,Bà Đàm Bích Thủy,Thành viên độc lập HĐQT (Bổ nhiệm ngày 26/04/2023),
Ông Bùi Quang Bách,Ông Bùi Quang Bách,Ông Bùi Quang Bách,Thành viên độc lập HĐQT (Bổ nhiệm ngày 26/04/2023),
Ông Phạm Đức Minh,Ông Phạm Đức Minh,Ông Phạm Đức Minh,Phó Tổng Giám đốc,
Bà Phan Thùy Giang,Bà Phan Thùy Giang,Bà Phan Thùy Giang,Phó Tổng Giám đốc (Bổ nhiệm ngày 06/10/2023),
