row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > -,Số phải nộp trong năm > 34.369.354.149,Số đã nộp trong năm > 33.676.567.949,Số cuối năm > 692.786.200,numeric__Số đầu năm > -,numeric__Số phải nộp trong năm > 34.369.354.149,numeric__Số đã nộp trong năm > 33.676.567.949,numeric__Số cuối năm > 692.786.200
Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),Thuế thu nhập doanh nghiệp (i),98.955.828.721,62.356.908.212,98.249.040.356,63.063.696.577,98955828721.0,62356908212.0,98249040356.0,63063696577.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,646.227.106,5.302.077.054,5.550.683.838,397.620.322,646227106.0,5302077054.0,5550683838.0,397620322.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,805.759.712,805.759.712,-,,805759712.0,805759712.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,3.000.000,3.000.000,-,,3000000.0,3000000.0,
"Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",-,3.966.436.460,2.009.550.830,1.956.885.630,,3966436460.0,2009550830.0,1956885630.0
Cộng,Cộng,Cộng,99.602.055.827,106.803.535.587,140.294.602.685,66.110.988.729,99602055827.0,106803535587.0,140294602685.0,66110988729.0
