row_label_raw,row_label_full,- Ông Hồ Việt Hà,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
- Ông Nguyễn Thế Minh,- Ông Nguyễn Thế Minh,- Ông Nguyễn Thế Minh,Phó Tổng Giám đốc,,,
- Bà Phan Thị Thu Thảo,- Bà Phan Thị Thu Thảo,- Bà Phan Thị Thu Thảo,Phó Tổng Giám đốc,,,
- Ông Phạm Đức Minh,- Ông Phạm Đức Minh,- Ông Phạm Đức Minh,Phó Tổng Giám đốc,,,
- Bà Phan Thùy Giang,- Bà Phan Thùy Giang,- Bà Phan Thùy Giang,Phó Tổng Giám đốc,Bổ nhiệm ngày 06/10/2023,,
- Ông Nguyễn Hải Hà,- Ông Nguyễn Hải Hà,- Ông Nguyễn Hải Hà,Phó Tổng Giám đốc,Bổ nhiệm ngày 24/11/2023,,
