row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu khách hàng là bên thứ ba,Phải thu khách hàng là bên thứ ba,Phải thu khách hàng là bên thứ ba,373.488.314.038,314.231.025.837,373488314038.0,314231025837.0
Phải thu hoạt động xây lắp,Phải thu hoạt động xây lắp,Phải thu hoạt động xây lắp,272.678.714.886,277.536.932.002,272678714886.0,277536932002.0
Ủy ban nhân dân Quận Nam Từ Liêm,Ủy ban nhân dân Quận Nam Từ Liêm,Ủy ban nhân dân Quận Nam Từ Liêm,244.883.010.283,244.883.010.283,244883010283.0,244883010283.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,27.795.704.603,32.653.921.719,27795704603.0,32653921719.0
Phải thu kinh doanh Bắt động sản,Phải thu kinh doanh Bắt động sản,Phải thu kinh doanh Bắt động sản,67.734.990.871,24.121.570.910,67734990871.0,24121570910.0
Phải thu hoạt động khác,Phải thu hoạt động khác,Phải thu hoạt động khác,33.074.608.281,12.572.522.925,33074608281.0,12572522925.0
Tổng Công ty Đầu tư Phát triển đường Cao tốc Việt Nam - Công ty TNHH MTV,Tổng Công ty Đầu tư Phát triển đường Cao tốc Việt Nam - Công ty TNHH MTV,Tổng Công ty Đầu tư Phát triển đường Cao tốc Việt Nam - Công ty TNHH MTV,32.124.538.281,11.622.452.925,32124538281.0,11622452925.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,950.070.000,950.070.000,950070000.0,950070000.0
Phải thu khách hàng là bên liên quan,Phải thu khách hàng là bên liên quan,Phải thu khách hàng là bên liên quan,214.908.607,214.908.607,214908607.0,214908607.0
Phải thu hoạt động khác,Phải thu hoạt động khác,Phải thu hoạt động khác,214.908.607,214.908.607,214908607.0,214908607.0
(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2),,
Cộng,(Chi tiết phải thu khách hàng là bên liên quan được thuyết minh tại thuyết minh số VIII.2) > Cộng,Cộng,373.703.222.645,314.445.934.444,373703222645.0,314445934444.0
