row_label_raw,row_label_full,col_0,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
,,,Value,Provision,Value,Provision,,,,
,,,VND,VND,VND,VND,,,,
a) Short-term,a) Short-term,a) Short-term,a) Short-term,a) Short-term,a) Short-term,a) Short-term,,,,
"- Loan interest, deposit interest","- Loan interest, deposit interest","- Loan interest, deposit interest","14,677,976,765",-,"15,293,994,648",-,,,,
- Mortgages,- Mortgages,- Mortgages,"3,000,000",-,"1,002,352,000",-,,,,
- Receivables from import VAT on goods in transit,- Receivables from import VAT on goods in transit,- Receivables from import VAT on goods in transit,-,-,"1,659,849,984",-,,,,
- Other receivables,- Other receivables,- Other receivables,"2,799,337,350",-,"2,794,174,097",-,,,,
,,,"17,480,314,115",-,"20,750,370,729",-,,,,
b) Long-term,b) Long-term,b) Long-term,b) Long-term,b) Long-term,b) Long-term,b) Long-term,,,,
- Mortgages,- Mortgages,- Mortgages,"120,000,000",-,-,-,,,,
,,,"120,000,000",-,-,-,,,,
