row_label_raw,row_label_full,col_0,Chức vụ,Năm 2024,Năm 2023,numeric__Chức vụ,numeric__Năm 2024,numeric__Năm 2023
,,,Chức vụ,VND,VND,,,
Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,Thu nhập của người quản lý chủ chốt,,,
Thù lao thành viên Hội đồng quản trị,Thù lao thành viên Hội đồng quản trị,Thù lao thành viên Hội đồng quản trị,Thù lao thành viên Hội đồng quản trị,Thù lao thành viên Hội đồng quản trị,Thù lao thành viên Hội đồng quản trị,,,
- Đỗ Hữu Hạ,Thù lao thành viên Hội đồng quản trị > - Đỗ Hữu Hạ,- Đỗ Hữu Hạ,Chủ tịch HĐQT,120.000.000,99.000.000,,120000000.0,99000000.0
- Đỗ Hữu Hậu,Thù lao thành viên Hội đồng quản trị > - Đỗ Hữu Hậu,- Đỗ Hữu Hậu,Thành viên HĐQT,60.000.000,51.000.000,,60000000.0,51000000.0
- Nguyễn Thị Hà,Thù lao thành viên Hội đồng quản trị > - Nguyễn Thị Hà,- Nguyễn Thị Hà,Thành viên HĐQT,60.000.000,51.000.000,,60000000.0,51000000.0
- Nguyễn Thế Hùng,Thù lao thành viên Hội đồng quản trị > - Nguyễn Thế Hùng,- Nguyễn Thế Hùng,Thành viên HĐQT(Bổ nhiệm ngày 12 tháng 04 năm 2024),45.000.000,-,,45000000.0,
- Nguyễn Thị Kim Phụng,Thù lao thành viên Hội đồng quản trị > - Nguyễn Thị Kim Phụng,- Nguyễn Thị Kim Phụng,Thành viên độc lập HĐQT(Bổ nhiệm ngày 12 tháng 04 năm 2024),45.000.000,-,,45000000.0,
- Trần Mạnh Luân,Thù lao thành viên Hội đồng quản trị > - Trần Mạnh Luân,- Trần Mạnh Luân,Thành viên độc lập HĐQT(Miễn nhiệm ngày 12 tháng 04 năm 2024),15.000.000,51.000.000,,15000000.0,51000000.0
- Nguyễn Thị Thu Trang,Thù lao thành viên Hội đồng quản trị > - Nguyễn Thị Thu Trang,- Nguyễn Thị Thu Trang,Thành viên độc lập HĐQT(Miễn nhiệm ngày 12 tháng 04 năm 2024),15.000.000,51.000.000,,15000000.0,51000000.0
,,,,360.000.000,303.000.000,,360000000.0,303000000.0
Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,Thù lao thành viên Ban kiểm soát,,,
- Phùng Thị Thu Hương,Thù lao thành viên Ban kiểm soát > - Phùng Thị Thu Hương,- Phùng Thị Thu Hương,Trường Ban kiểm soát,60.000.000,51.000.000,,60000000.0,51000000.0
- Nguyễn Trọng Cường,Thù lao thành viên Ban kiểm soát > - Nguyễn Trọng Cường,- Nguyễn Trọng Cường,Thành viên Ban kiểm soát,36.000.000,30.000.000,,36000000.0,30000000.0
- Bùi Thị Trà,Thù lao thành viên Ban kiểm soát > - Bùi Thị Trà,- Bùi Thị Trà,Thành viên Ban kiểm soát,36.000.000,30.000.000,,36000000.0,30000000.0
,,,,132.000.000,111.000.000,,132000000.0,111000000.0
"Tiền lương, thường của Giám đốc và người quản lý khác","Tiền lương, thường của Giám đốc và người quản lý khác","Tiền lương, thường của Giám đốc và người quản lý khác","Tiền lương, thường của Giám đốc và người quản lý khác","Tiền lương, thường của Giám đốc và người quản lý khác","Tiền lương, thường của Giám đốc và người quản lý khác",,,
- Nguyễn Thế Hùng,"Tiền lương, thường của Giám đốc và người quản lý khác > - Nguyễn Thế Hùng",- Nguyễn Thế Hùng,"Thành viên HĐQT, Giám đốc(Bổ nhiệm thành viên HĐQT ngày 12 tháng 04 năm 2024)",314.880.000,268.325.000,,314880000.0,268325000.0
- Hồ Thị Xuân Hòa,"Tiền lương, thường của Giám đốc và người quản lý khác > - Hồ Thị Xuân Hòa",- Hồ Thị Xuân Hòa,Kế toán trường,262.608.000,222.679.000,,262608000.0,222679000.0
,,,,577.488.000,491.004.000,,577488000.0,491004000.0
