row_label_raw,row_label_full,Ông: Đỗ Hữu Hạ,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông: Đỗ Hữu Hậu,Ông: Đỗ Hữu Hậu,Ông: Đỗ Hữu Hậu,Thành viên HĐQT,,,
Bà: Nguyễn Thị Hà,Bà: Nguyễn Thị Hà,Bà: Nguyễn Thị Hà,Thành viên HĐQT,,,
Ông: Nguyễn Thế Hùng,Ông: Nguyễn Thế Hùng,Ông: Nguyễn Thế Hùng,Thành viên HĐQT,(Bổ nhiệm ngày 12 tháng 04 năm 2024),,
Bà: Nguyễn Thị Kim Phụng,Bà: Nguyễn Thị Kim Phụng,Bà: Nguyễn Thị Kim Phụng,Thành viên độc lập HĐQT,(Bổ nhiệm ngày 12 tháng 04 năm 2024),,
Ông: Trần Mạnh Luân,Ông: Trần Mạnh Luân,Ông: Trần Mạnh Luân,Thành viên độc lập HĐQT,(Miễn nhiệm ngày 12 tháng 04 năm 2024),,
Bà: Nguyễn Thị Thu Trang,Bà: Nguyễn Thị Thu Trang,Bà: Nguyễn Thị Thu Trang,Thành viên độc lập HĐQT,(Miễn nhiệm ngày 12 tháng 04 năm 2024),,
