row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2024,01/01/2024,numeric__ASSETS,numeric__Note,numeric__31/12/2024,numeric__01/01/2024
Code,Code,Code,ASSETS,Note,VND,VND,,,,
100,100,100,A. CURRENT ASSETS,,"1,555,096,250,134","1,036,383,290,648",,,,
110,100 > 110,110,I. Cash and cash,03,"72,978,921,652","94,879,567,912",,3.0,,
111,111,111,1. Cash,,"72,978,921,652","94,879,567,912",,,,
120,111 > 120,120,II. Short-term financial investments,04,"914,259,232,246","538,794,066,400",,4.0,,
123,123,123,1. Held-to-maturity investments,,"914,259,232,246","538,794,066,400",,,,
130,130,130,III. Short-term receivables,,"93,593,310,760","59,303,254,121",,,,
131,130 > 131,131,1. Short-term trade,05,"77,374,863,191","37,357,465,986",,5.0,,
132,130 > 132,132,2. Short-term prepayments to suppliers,06,"1,184,633,454","2,942,917,406",,6.0,,
136,130 > 136,136,3. Other short-term,07,"17,480,314,115","20,750,370,729",,7.0,,
137,137,137,4. Allowance for doubtful debts,,"(2,446,500,000)","(1,747,500,000)",,,,
140,137 > 140,140,IV. Inventories,09,"386,371,652,862","261,329,528,294",,9.0,,
141,141,141,1. Inventories,,"387,767,964,174","261,415,803,592",,,,
149,149,149,2. Provision for devaluation of inventory,,"(1,396,311,312)","(86,275,298)",,,,
150,150,150,V. Other Current Assets,,"87,893,132,614","82,076,873,921",,,,
151,150 > 151,151,1. Short-term prepaid,14,"1,638,699,834","1,058,758,807",,14.0,,
152,152,152,2. Deductible VAT,,"86,020,576,622","79,943,797,604",,,,
153,152 > 153,153,3. Tax and others receivable from the State Budget,17,"233,856,158","1,074,317,510",,17.0,,
200,200,200,B. NON-CURRENT,,"3,921,688,389,155","3,637,207,943,090",,,,
210,210,210,I. Long-term receivables,,"120,000,000",-,,,,
216,210 > 216,216,1. Other long-term receivable,07,"120,000,000",-,,7.0,,
220,220,220,II. Fixed assets,,"28,790,997,933","7,113,331,042",,,,
221,220 > 221,221,1. Tangible fixed assets,11,"25,270,997,933","3,593,331,042",,11.0,,
222,222,222,- Historical cost,,"32,436,791,373","8,381,475,226",,,,
223,223,223,- Accumulated depreciation value,,"(7,165,793,440)","(4,788,144,184)",,,,
227,223 > 227,227,2. Intangible fixed assets,12,"3,520,000,000","3,520,000,000",,12.0,,
228,228,228,- Historical cost,,"3,520,000,000","3,520,000,000",,,,
229,229,229,- Accumulated depreciation value,,-,-,,,,
230,229 > 230,230,III. Invesment property,13,"453,530,623,222","485,214,788,736",,13.0,,
231,231,231,- Historical cost,,"517,947,724,081","533,497,027,228",,,,
232,232,232,- Accumulated depreciation value,,"(64,417,100,859)","(48,282,238,492)",,,,
240,232 > 240,240,IV. Long-term work in progress,10,"12,452,666,679","10,047,350,614",,10.0,,
242,242,242,1. Construction in progress costs,,"12,452,666,679","10,047,350,614",,,,
250,242 > 250,250,V. Long-term financial investment,04,"3,420,528,071,464","3,128,859,858,789",,4.0,,
252,252,252,"1. Investment in associate, joint venture",,"3,420,528,071,464","3,128,859,858,789",,,,
260,260,260,VI. Other long-term assets,,"6,266,029,857","5,972,613,909",,,,
261,260 > 261,261,1. Long-term prepaid expenses,14,"6,266,029,857","5,972,613,909",,14.0,,
270,270,270,TOTAL ASSETS,,"5,476,784,639,289","4,673,591,233,738",,,,
