row_label_raw,row_label_full,col_0,Under 1 year,From 1 to 5 years,Over 5 years,Total,numeric__Under 1 year,numeric__From 1 to 5 years,numeric__Over 5 years,numeric__Total
"As of December 31, 2024","As of December 31, 2024","As of December 31, 2024",VND,VND,VND,VND,,,,
Cash,Cash,Cash,"72,138,130,538",-,-,"72,138,130,538",,,,
Trade and other receivables,Trade and other receivables,Trade and other receivables,"92,408,677,306","120,000,000",-,"92,528,677,306",,,,
Loans,Loans,Loans,"914,259,232,246",-,-,"914,259,232,246",,,,
,,,"1,078,806,040,090","120,000,000",-,"1,078,926,040,090",,,,
"As of January 1, 2024","As of January 1, 2024","As of January 1, 2024","As of January 1, 2024","As of January 1, 2024","As of January 1, 2024","As of January 1, 2024",,,,
Cash,Cash,Cash,"93,223,532,991",-,-,"93,223,532,991",,,,
Trade and other receivables,Trade and other receivables,Trade and other receivables,"56,360,336,715",-,-,"56,360,336,715",,,,
Loans,Loans,Loans,"538,794,066,400",-,-,"538,794,066,400",,,,
,,,"688,377,936,106",-,-,"688,377,936,106",,,,
