row_label_raw,row_label_full,col_0,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,
- Chi phí thuê văn phòng,a) Ngắn hạn > - Chi phí thuê văn phòng,- Chi phí thuê văn phòng,487.083.871,458.500.000,487083871.0,458500000.0
- Chi phí biển hiệu tại đại lý,a) Ngắn hạn > - Chi phí biển hiệu tại đại lý,- Chi phí biển hiệu tại đại lý,781.178.913,543.007.022,781178913.0,543007022.0
- Các khoản khác,a) Ngắn hạn > - Các khoản khác,- Các khoản khác,370.437.050,57.251.785,370437050.0,57251785.0
,,,1.638.699.834,1.058.758.807,1638699834.0,1058758807.0
b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,,
- Chi phí trả trước tiền thuê đất (*),b) Dải hạn > - Chi phí trả trước tiền thuê đất (*),- Chi phí trả trước tiền thuê đất (*),5.741.940.171,5.893.043.857,5741940171.0,5893043857.0
- Các khoản khác,b) Dải hạn > - Các khoản khác,- Các khoản khác,524.089.686,79.570.052,524089686.0,79570052.0
,,,6.266.029.857,5.972.613.909,6266029857.0,5972613909.0
