row_label_raw,row_label_full,Code,RESOURCES,Note,31/12/2024,01/01/2024,numeric__RESOURCES,numeric__Note,numeric__31/12/2024,numeric__01/01/2024
Code,Code,Code,RESOURCES,Note,VND,VND,,,,
300,300,300,C. LIABILITIES,,"630,381,462,738","172,310,356,348",,,,
310,310,310,I. Current liabilities,,"628,822,782,860","171,644,230,752",,,,
311,310 > 311,311,1. Short-term trade payables,15,"496,719,044,358","49,049,661,996",,15.0,,
312,310 > 312,312,2. Short-term prepayments from customers,16,"8,047,961,488","11,175,579,988",,16.0,,
313,310 > 313,313,3. Taxes and other payables to State budget,17,"7,444,353,158","8,877,369,119",,17.0,,
314,314,314,4. Payable to employees,,"13,637,155",-,,,,
315,314 > 315,315,5. Short-term accrued expenses,18,"8,777,845,757","9,467,019,245",,18.0,,
318,314 > 318,318,6. Short-term unearned revenue,20,"1,129,072,760","10,056,070,258",,20.0,,
319,314 > 319,319,7. Other short-term payables,19,"100,023,698,473","74,953,911,081",,19.0,,
321,314 > 321,321,8. Provision short-term payaples,21,"208,866,429","1,606,315,783",,21.0,,
322,322,322,9. Bonus and welfare fund,,"6,458,303,282","6,458,303,282",,,,
330,330,330,II. Long-term liabilities,,"1,558,679,878","666,125,596",,,,
336,330 > 336,336,1. Long-term unearned revenue,20,"50,936,675","568,610,577",,20.0,,
337,330 > 337,337,2. Other long-term payable,19,"1,470,498,517",-,,19.0,,
342,330 > 342,342,3. Provision long-term payaples,21,"37,244,686","97,515,019",,21.0,,
400,400,400,D. EQUITY,,"4,846,403,176,551","4,501,280,877,390",,,,
410,400 > 410,410,I. Owners' Equity,22,"4,846,403,176,551","4,501,280,877,390",,22.0,,
411,411,411,1. Owner's Resources contribution,,"3,679,859,680,000","3,471,607,130,000",,,,
411a,411a,411a,Common shares with voting rights,,"3,679,859,680,000","3,471,607,130,000",,,,
412,412,412,2. Share premium,,"1,976,351,645","1,976,351,645",,,,
418,418,418,3. Invesment and development fund,,"19,572,915,034","19,572,915,034",,,,
421,421,421,4. Retained earnings,,"1,085,633,340,050","943,307,442,384",,,,
421,421,421,Retained earnings,,"726,095,060,946","595,159,837,926",,,,
a,a,a,accumulated till the end,,,,,,,
421b,421b,421b,Retained earnings of the current year,,"359,538,279,104","348,147,604,458",,,,
429,429,429,5. Non-controlling interest,,"59,360,889,822","64,817,038,327",,,,
440,440,440,TOTAL RESOURCES,,"5,476,784,639,289","4,673,591,233,738",,,,
