row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2024 > VND,01/01/2024 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2024 > VND,numeric__01/01/2024 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.555.096.250.134,1.036.383.290.648,,,1555096250134.0,1036383290648.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,72.978.921.652,94.879.567.912,,3.0,72978921652.0,94879567912.0
111,111,111,1. Tiền,,72.978.921.652,94.879.567.912,,,72978921652.0,94879567912.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,914.259.232.246,538.794.066.400,,4.0,914259232246.0,538794066400.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,914.259.232.246,538.794.066.400,,,914259232246.0,538794066400.0
130,130,130,III. Các khoản phải thu ngắn hạn,,93.593.310.760,59.303.254.121,,,93593310760.0,59303254121.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,77.374.863.191,37.357.465.986,,5.0,77374863191.0,37357465986.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,1.184.633.454,2.942.917.406,,6.0,1184633454.0,2942917406.0
136,136,136,3. Phải thu ngắn hạn khác,07,17.480.314.115,20.750.370.729,,7.0,17480314115.0,20750370729.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,,(2.446.500.000),(1.747.500.000),,,-2446500000.0,-1747500000.0
140,140,140,IV. Hàng tồn kho,09,386.371.652.862,261.329.528.294,,9.0,386371652862.0,261329528294.0
141,141,141,1. Hàng tồn kho,,387.767.964.174,261.415.803.592,,,387767964174.0,261415803592.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(1.396.311.312),(86.275.298),,,-1396311312.0,-86275298.0
150,150,150,V. Tài sản ngắn hạn khác,,87.893.132.614,82.076.873.921,,,87893132614.0,82076873921.0
151,151,151,1. Chi phí trả trước ngắn hạn,14,1.638.699.834,1.058.758.807,,14.0,1638699834.0,1058758807.0
152,152,152,2. Thuế GTGT được khấu trừ,,86.020.576.622,79.943.797.604,,,86020576622.0,79943797604.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,233.856.158,1.074.317.510,,17.0,233856158.0,1074317510.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.921.688.389.155,3.637.207.943.090,,,3921688389155.0,3637207943090.0
210,210,210,I. Các khoản phải thu dài hạn,,120.000.000,-,,,120000000.0,
216,216,216,1. Phải thu dài hạn khác,07,120.000.000,-,,7.0,120000000.0,
220,220,220,II. Tài sản cố định,,28.790.997.933,7.113.331.042,,,28790997933.0,7113331042.0
221,221,221,1. Tài sản cố định hữu hình,11,25.270.997.933,3.593.331.042,,11.0,25270997933.0,3593331042.0
222,222,222,- Nguyên giá,,32.436.791.373,8.381.475.226,,,32436791373.0,8381475226.0
223,223,223,- Giá trị hao mòn lũy kế,,(7.165.793.440),(4.788.144.184),,,-7165793440.0,-4788144184.0
227,227,227,2. Tài sản cố định vô hình,12,3.520.000.000,3.520.000.000,,12.0,3520000000.0,3520000000.0
228,228,228,- Nguyên giá,,3.520.000.000,3.520.000.000,,,3520000000.0,3520000000.0
229,229,229,- Giá trị hao mòn lũy kế,,-,-,,,,
230,229 > 230,230,III. Bất động sản đầu tư,13,453.530.623.222,485.214.788.736,,13.0,453530623222.0,485214788736.0
231,229 > 231,231,- Nguyên giá,,517.947.724.081,533.497.027.228,,,517947724081.0,533497027228.0
232,229 > 232,232,- Giá trị hao mòn lũy kế,,(64.417.100.859),(48.282.238.492),,,-64417100859.0,-48282238492.0
240,229 > 240,240,IV. Tài sản dở dang dài hạn,10,12.452.666.679,10.047.350.614,,10.0,12452666679.0,10047350614.0
242,229 > 242,242,1. Chi phí xây dựng cơ bản dở dang,,12.452.666.679,10.047.350.614,,,12452666679.0,10047350614.0
250,229 > 250,250,V. Đầu tư tài chính dài hạn,04,3.420.528.071.464,3.128.859.858.789,,4.0,3420528071464.0,3128859858789.0
252,229 > 252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,3.420.528.071.464,3.128.859.858.789,,,3420528071464.0,3128859858789.0
260,229 > 260,260,VI. Tài sản dài hạn khác,,6.266.029.857,5.972.613.909,,,6266029857.0,5972613909.0
261,229 > 261,261,1. Chi phí trả trước dài hạn,14,6.266.029.857,5.972.613.909,,14.0,6266029857.0,5972613909.0
270,229 > 270,270,TỔNG CỘNG TÀI SẢN,,5.476.784.639.289,4.673.591.233.738,,,5476784639289.0,4673591233738.0
