row_label_raw,row_label_full,col_0,Year 2024,Year 2023,numeric__Year 2024,numeric__Year 2023
,,,VND,VND,,
Interest on deposits and loans,Interest on deposits and loans,Interest on deposits and loans,"36,988,997,292","26,946,777,396",,
Dividends or profits received (*),Dividends or profits received (*),Dividends or profits received (*),"29,304,090,000","205,128,630,000",,
Gain on exchange difference in the year,Gain on exchange difference in the year,Gain on exchange difference in the year,"171,649,351","526,334,243",,
Other Financial income,Other Financial income,Other Financial income,"2,024,940,454","1,984,994,632",,
,,,"68,489,677,097","234,586,736,271",,
In which: Financial income received from related parties,In which: Financial income received from related parties,In which: Financial income received from related parties,"29,304,090,000","205,128,630,000",,
