row_label_raw,row_label_full,col_0,Opening receivables,Opening payables,Payables in the year,Actual payment in the year,Closing receivables,Tax payable at the end of the year,numeric__Opening receivables,numeric__Opening payables,numeric__Payables in the year,numeric__Actual payment in the year,numeric__Closing receivables,numeric__Tax payable at the end of the year
,,,VND,VND,VND,VND,VND,VND,,,,,,
- Value-added tax,- Value-added tax,- Value-added tax,"233,856,158","1,659,849,984","45,634,675,324","47,294,525,308","233,856,158",-,,,,,,
"- Export, import duties","- Export, import duties","- Export, import duties",-,"4,788,028,800","80,977,872,774","85,765,901,574",-,-,,,,,,
- Corporate income tax,- Corporate income tax,- Corporate income tax,"840,461,352","2,374,821,005","13,156,671,468","7,349,252,745",-,"7,341,778,376",,,,,,
- Personal income tax,- Personal income tax,- Personal income tax,-,"54,669,330","755,393,491","707,488,039",-,"102,574,782",,,,,,
- Land tax and land rental,- Land tax and land rental,- Land tax and land rental,-,-,"49,292,703","49,292,703",-,-,,,,,,
- Other taxes,- Other taxes,- Other taxes,-,-,"35,750,000","35,750,000",-,-,,,,,,
"- Fees, charges and other payables","- Fees, charges and other payables","- Fees, charges and other payables",-,-,"1,727,424,504","1,727,424,504",-,-,,,,,,
,,,"1,074,317,510","8,877,369,119","142,337,080,264","142,929,634,873","233,856,158","7,444,353,158",,,,,,
