row_label_raw,row_label_full,col_0,Address,31/12/2024,31/12/2024_1,31/12/2024_2,01/01/2024,01/01/2024_1,01/01/2024_2,numeric__Address,numeric__31/12/2024,numeric__31/12/2024_1,numeric__31/12/2024_2,numeric__01/01/2024,numeric__01/01/2024_1,numeric__01/01/2024_2
,,,Address,Proportion of ownership,Proportion of voting rights,Carrying amount using the equity method,Proportion of ownership,Proportion of voting rights,Carrying amount using the equity method,,,,,,,
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
Investments in joint ventures and associates,Investments in joint ventures and associates,Investments in joint ventures and associates,Investments in joint ventures and associates,Investments in joint ventures and associates,Investments in joint ventures and associates,"3,420,528,071,464",,,"3,128,859,858,789",,,,,,,
- CRV Real Estate Group Joint Stock Company (*),Investments in joint ventures and associates > - CRV Real Estate Group Joint Stock Company (*),- CRV Real Estate Group Joint Stock Company (*),"4th Floor, No. 183, Ba Trieu Street, Le Dai Hanh Ward, Hai Ba Trung District, Hanoi City",43.56%,43.58%,"3,420,528,071,464",43.56%,43.58%,"3,128,859,858,789",,43.56,43.58,,43.56,43.58,
,,,,,,"3,420,528,071,464",,,"3,128,859,858,789",,,,,,,
