row_label_raw,row_label_full,col_0,Year 2024,Year 2023,numeric__Year 2024,numeric__Year 2023
,,,VND,VND,,
Net profit after tax,Net profit after tax,Net profit after tax,"367,192,744,446","348,147,604,458",,
Profit distributed to common shares,Profit distributed to common shares,Profit distributed to common shares,"367,192,744,446","348,147,604,458",,
Average number of outstanding common shares in circulation in the year,Average number of outstanding common shares in circulation in the year,Average number of outstanding common shares in circulation in the year,"367,985,968","367,985,968",,
Basic earnings per share,Average number of outstanding common shares in circulation in the year > Basic earnings per share,Basic earnings per share,998,946,998.0,946.0
