row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,571.225.175.340,366.584.514.938,,24.0,571225175340.0,366584514938.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,9.259.259,,,,9259259.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,571.225.175.340,366.575.255.679,,,571225175340.0,366575255679.0
11,11,11,4. Giá vốn hàng bán,25,507.294.868.001,325.971.613.689,,25.0,507294868001.0,325971613689.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,63.930.307.339,40.603.641.990,,,63930307339.0,40603641990.0
21,21,21,6. Doanh thu hoạt động tài chính,26,68.489.677.097,234.586.736.271,,26.0,68489677097.0,234586736271.0
22,22,22,7. Chi phí tài chính,27,9.114.402.444,5.422.868.558,,27.0,9114402444.0,5422868558.0
23,23,23,Trong đó: Chi phí lãi vay,,-,1.799.147.419,,,,1799147419.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,291.668.212.675,117.497.921.768,,,291668212675.0,117497921768.0
25,25,25,9. Chi phí bán hàng,28,31.680.663.376,26.143.107.407,,28.0,31680663376.0,26143107407.0
26,26,26,10. Chi phí quản lý doanh nghiệp,29,9.919.964.567,9.937.165.626,,29.0,9919964567.0,9937165626.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,373.373.166.724,351.185.158.438,,,373373166724.0,351185158438.0
31,31,31,12. Thu nhập khác,30,10.389.588.485,10.502.592.420,,30.0,10389588485.0,10502592420.0
32,32,32,13. Chi phí khác,,1.990.347.909,900.406.124,,,1990347909.0,900406124.0
40,40,40,14. Lợi nhuận khác,,8.399.240.576,9.602.186.296,,,8399240576.0,9602186296.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,381.772.407.300,360.787.344.734,,,381772407300.0,360787344734.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,31,13.156.671.468,8.936.514.092,,31.0,13156671468.0,8936514092.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,368.615.735.832,351.850.830.642,,,368615735832.0,351850830642.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,367.192.744.446,348.147.604.458,,,367192744446.0,348147604458.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,1.422.991.386,3.703.226.184,,,1422991386.0,3703226184.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,32,998,946,,32.0,998.0,946.0
