row_label_raw,row_label_full,col_0,col_1,Year 2024,Year 2023,numeric__col_1,numeric__Year 2024,numeric__Year 2023
,,,,VND,VND,,,
60,60,60,Cash and cash equivalents at the beginning of the year,"94,879,567,912","237,757,092,560",,,
61,61,61,Effect of exchange rate fluctuations,"(612,205,735)","(5,239,994)",,,
70,70,70,Cash and cash equivalents at the end of the year 03,"72,978,921,652","94,879,567,912",,,
