row_label_raw,row_label_full,col_0,Ending balance,Ending balance_1,Beginning balance,Beginning balance_1,numeric__Ending balance,numeric__Ending balance_1,numeric__Beginning balance,numeric__Beginning balance_1
,,,Cost,Provision,Cost,Provision,,,,
Tools and supplies,Tools and supplies,Tools and supplies,"18,671,915,224",-,"16,494,763,094",-,,,,
Raw materials,Raw materials,Raw materials,"16,847,200,001",-,"42,849,825,249",-,,,,
Merchandises,Merchandises,Merchandises,"10,284,620,971",-,"92,719,287,760","(36,749,161,000)",,,,
Work in process,Work in process,Work in process,"341,030,340",-,"3,422,041,356",-,,,,
Finished goods,Finished goods,Finished goods,-,-,"85,864,571",-,,,,
TOTAL,TOTAL,TOTAL,"46,144,766,536",-,"155,571,782,030","(36,749,161,000)",,,,
