row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Interest expenses,Interest expenses,Interest expenses,"664,973,670,829","785,725,023,247",,
Allocation of bond issuance fee,Allocation of bond issuance fee,Allocation of bond issuance fee,"2,014,733,328","3,935,432,983",,
Others,Others,Others,"16,270,652,133","11,440,412,656",,
TOTAL,TOTAL,TOTAL,"683,259,056,290","801,100,868,886",,
