row_label_raw,row_label_full,col_0,Năm nay,VND Năm trước,numeric__Năm nay,numeric__VND Năm trước
Lãi vay,Lãi vay,Lãi vay,664.973.670.829,785.725.023.247,664973670829.0,785725023247.0
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,2.014.733.328,3.935.432.983,2014733328.0,3935432983.0
Khác,Khác,Khác,16.270.652.133,11.440.412.656,16270652133.0,11440412656.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,683.259.056.290,801.100.868.886,683259056290.0,801100868886.0
