row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Gain from transferring the investment,Gain from transferring the investment,Gain from transferring the investment,"112,133,925,109",-,,
Interest income,Interest income,Interest income,"29,350,348,050","37,914,120,428",,
Others,Others,Others,"488,911,943","114,002,144",,
TOTAL,TOTAL,TOTAL,"141,973,185,102","38,028,122,572",,
