row_label_raw,row_label_full,Related parties,Relationship,numeric__Relationship
"DHA Medical Service Trading Joint Stock Company (""DHA Medical"")","DHA Medical Service Trading Joint Stock Company (""DHA Medical"")","DHA Medical Service Trading Joint Stock Company (""DHA Medical"")",Related party of major shareholder,
"Toan Hai Van Joint Stock Company (""Toan Hai Van"")","Toan Hai Van Joint Stock Company (""Toan Hai Van"")","Toan Hai Van Joint Stock Company (""Toan Hai Van"")",Related party of major shareholder,
"TTC Circular Agrotech Joint Stock Company (""TTC Circular Agrotech"")","TTC Circular Agrotech Joint Stock Company (""TTC Circular Agrotech"")","TTC Circular Agrotech Joint Stock Company (""TTC Circular Agrotech"")",Related party of major shareholder,
"Ninh Hoa Clean Energy One Member Company Limited (""Ninh Hoa Clean Energy"")","Ninh Hoa Clean Energy One Member Company Limited (""Ninh Hoa Clean Energy"")","Ninh Hoa Clean Energy One Member Company Limited (""Ninh Hoa Clean Energy"")",Related party of major shareholder,
"Ninh Thuan Clean Energy Joint Stock Company (""Ninh Thuan Clean Energy"")","Ninh Thuan Clean Energy Joint Stock Company (""Ninh Thuan Clean Energy"")","Ninh Thuan Clean Energy Joint Stock Company (""Ninh Thuan Clean Energy"")",Related party of major shareholder,
"Thanh Thanh Cong Industrial Zones Joint Stock Company (""Thanh Thanh Cong Industrial Zones"")","Thanh Thanh Cong Industrial Zones Joint Stock Company (""Thanh Thanh Cong Industrial Zones"")","Thanh Thanh Cong Industrial Zones Joint Stock Company (""Thanh Thanh Cong Industrial Zones"")",Related party of major shareholder,
"Son Tin Commodity Trading Joint Stock Company (""Son Tin"")","Son Tin Commodity Trading Joint Stock Company (""Son Tin"")","Son Tin Commodity Trading Joint Stock Company (""Son Tin"")",Related party of major shareholder,
"TTC Energy Joint Stock Company (""TTC Energy"")","TTC Energy Joint Stock Company (""TTC Energy"")","TTC Energy Joint Stock Company (""TTC Energy"")",Related party of major shareholder,
"Thanh Thanh Cong Tourist Joint Stock Company (""Thanh Thanh Cong Tourist"")","Thanh Thanh Cong Tourist Joint Stock Company (""Thanh Thanh Cong Tourist"")","Thanh Thanh Cong Tourist Joint Stock Company (""Thanh Thanh Cong Tourist"")",Related party of major shareholder,
"TTC Tourist Limited Company (""TTC Tourist"")","TTC Tourist Limited Company (""TTC Tourist"")","TTC Tourist Limited Company (""TTC Tourist"")",Related party of major shareholder,
"Thanh Binh Tourist Joint Stock Company (""Thanh Binh Tourist"")","Thanh Binh Tourist Joint Stock Company (""Thanh Binh Tourist"")","Thanh Binh Tourist Joint Stock Company (""Thanh Binh Tourist"")",Related party of major shareholder,
"Sacomreal Property Management Company Limited (""Sacomreal"")","Sacomreal Property Management Company Limited (""Sacomreal"")","Sacomreal Property Management Company Limited (""Sacomreal"")",Related party of major shareholder,
"Thanh Thanh Cong Lam Dong Tourism Company Limited (""Thanh Thanh Cong Lam Dong Toursim"")","Thanh Thanh Cong Lam Dong Tourism Company Limited (""Thanh Thanh Cong Lam Dong Toursim"")","Thanh Thanh Cong Lam Dong Tourism Company Limited (""Thanh Thanh Cong Lam Dong Toursim"")",Related party of major shareholder,
"Dai Tin Construction & Steel Structure JSC (""Dai Tin"")","Dai Tin Construction & Steel Structure JSC (""Dai Tin"")","Dai Tin Construction & Steel Structure JSC (""Dai Tin"")",Related party of major shareholder,
"Dang Huynh Industrial Zones Exploitation and Management Joint Stock Company (""Dang Huynh"")","Dang Huynh Industrial Zones Exploitation and Management Joint Stock Company (""Dang Huynh"")","Dang Huynh Industrial Zones Exploitation and Management Joint Stock Company (""Dang Huynh"")",Related party of major shareholder,
"Bien Hoa - Phan Rang Sugar Joint Stock Company (""Bien Hoa - Phan Rang Sugar"")","Bien Hoa - Phan Rang Sugar Joint Stock Company (""Bien Hoa - Phan Rang Sugar"")","Bien Hoa - Phan Rang Sugar Joint Stock Company (""Bien Hoa - Phan Rang Sugar"")",Related party of major shareholder,
"Bien Hoa - Thanh Long Joint Stock Company (""Bien Hoa - Thanh Long"")","Bien Hoa - Thanh Long Joint Stock Company (""Bien Hoa - Thanh Long"")","Bien Hoa - Thanh Long Joint Stock Company (""Bien Hoa - Thanh Long"")",Related party of major shareholder,
Solwind Energy Joint Stock Company,Solwind Energy Joint Stock Company,Solwind Energy Joint Stock Company,Associate,
"Truong Phu Hydropower Joint Stock Company (""Truong Phu Hydropower"") (to 29 April 2025)","Truong Phu Hydropower Joint Stock Company (""Truong Phu Hydropower"") (to 29 April 2025)","Truong Phu Hydropower Joint Stock Company (""Truong Phu Hydropower"") (to 29 April 2025)",Associate,
"Lavi Wind Power Joint Stock Company (from 1 July 2024) (""Lavi"")","Lavi Wind Power Joint Stock Company (from 1 July 2024) (""Lavi"")","Lavi Wind Power Joint Stock Company (from 1 July 2024) (""Lavi"")",Subsidiary of associate,
