row_label_raw,row_label_full,Code,ITEMS,Notes,Current year,Previous year,numeric__ITEMS,numeric__Notes,numeric__Current year,numeric__Previous year
,,,III. CASH FLOWS FROM FINANCING ACTIVITIES,,,,,,,
31,31,31,Capital contribution,,-,"200,000,000",,,,
32,32,32,Capital redemption,,"(83,057,171,171)",-,,,,
33,33,33,Drawdown of borrowings,,"439,098,402,527","1,057,809,183,019",,,,
34,34,34,Repayment of borrowings,,"(1,278,405,658,171)","(1,963,830,390,300)",,,,
35,35,35,Finance lease principal repayments,,"(12,824,891,511)","(8,460,291,486)",,,,
36,35 > 36,36,Dividends paid,23.3,"(76,830,949,700)","(76,197,803,000)",,233.0,,
40,40,40,Net cash flows used in financing activities,,"(1,012,020,268,026)","(990,479,301,767)",,,,
50,50,50,Net decrease in cash and cash equivalents,,"(77,434,797,105)","(65,434,722,535)",,,,
60,60,60,Cash and cash equivalents at the beginning of the year,,"163,717,707,072","229,105,088,949",,,,
61,61,61,Impact of exchange rate fluctuation,,"81,753,281","47,340,658",,,,
70,61 > 70,70,Cash and cash equivalents at the end of the year,4,"86,364,663,248","163,717,707,072",,4.0,,
