row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Payables to suppliers,Payables to suppliers,Payables to suppliers,"14,804,708,957","31,683,866,757",,
- Construction Investment and Engineering29 Joint Stock Company,- Construction Investment and Engineering29 Joint Stock Company,- Construction Investment and Engineering29 Joint Stock Company,"8,073,434,592","3,000,000,000",,
- Hoang Tram Fire Protection TechnologyCompany Limited,- Hoang Tram Fire Protection TechnologyCompany Limited,- Hoang Tram Fire Protection TechnologyCompany Limited,"2,471,565,816",-,,
- PC1 Group Joint Stock Company,- PC1 Group Joint Stock Company,- PC1 Group Joint Stock Company,-,"20,454,366,566",,
- Others,- Others,- Others,"4,259,708,549","8,229,500,191",,
Payables to related parties (Note 30),Payables to related parties (Note 30),Payables to related parties (Note 30),-,"600,000,000",,
TOTAL,TOTAL,TOTAL,"14,804,708,957","32,283,866,757",,
