row_label_raw,row_label_full,Code,ASSETS,Notes,Ending balance,Beginning balance,numeric__ASSETS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
100,100,100,A. CURRENT ASSETS,,"1,776,350,024,277","1,381,711,542,204",,,,
110,100 > 110,110,I. Cash and cash equivalents,4,"86,364,663,248","163,717,707,072",,4.0,,
111,111,111,1. Cash,,"46,702,358,323","99,909,204,892",,,,
112,112,112,2. Cash equivalents,,"39,662,304,925","63,808,502,180",,,,
120,120,120,II. Short-term investment,,"335,162,676,704","239,400,000,000",,,,
123,120 > 123,123,1. Investments held to maturity,5,"335,162,676,704","239,400,000,000",,5.0,,
130,130,130,III. Current accounts receivables,,"1,262,943,537,511","823,295,838,075",,,,
131,130 > 131,131,1. Short-term trade receivables,6,"823,724,875,504","414,935,591,105",,6.0,,
132,130 > 132,132,2. Short-term advances to suppliers,7,"239,091,992,001","20,528,704,499",,7.0,,
135,130 > 135,135,3. Short-term loan receivables,30,"22,420,000,000","242,320,000,000",,30.0,,
136,130 > 136,136,4. Other short-term receivables,8,"217,629,201,444","146,329,251,106",,8.0,,
137,130 > 137,137,5. Provision for doubtful short-term receivables,9,"(39,922,531,438)","(817,708,635)",,9.0,,
140,130 > 140,140,IV. Inventories,10,"46,144,766,536","118,822,621,030",,10.0,,
141,141,141,1. Inventories,,"46,144,766,536","155,571,782,030",,,,
149,149,149,2. Provision for decline in value of inventories,,-,"(36,749,161,000)",,,,
150,150,150,V. Other current assets,,"45,734,380,278","36,475,376,027",,,,
151,150 > 151,151,1. Short-term prepaid expenses,15,"10,565,104,215","21,465,141,796",,15.0,,
152,150 > 152,152,2. Value-added tax deductible,18,"34,678,895,414","14,876,028,582",,18.0,,
153,150 > 153,153,3. Tax and other receivables from the State,18,"490,380,649","134,205,649",,18.0,,
