row_label_raw,row_label_full,Code,RESOURCES,Notes,Ending balance,Beginning balance,numeric__RESOURCES,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
300,300,300,C. LIABILITIES,,"8,613,176,045,875","9,409,067,317,958",,,,
310,310,310,I. Current liabilities,,"884,097,465,558","785,159,808,730",,,,
311,310 > 311,311,1. Short-term trade payables,17,"14,804,708,957","32,283,866,757",,17.0,,
312,312,312,2. Short-term advances from customers,,"1,438,402,447","1,490,511,247",,,,
313,312 > 313,313,3. Statutory obligations,18,"74,425,978,296","47,951,063,315",,18.0,,
314,314,314,4. Payables to employees,,"12,317,841,762","785,066,665",,,,
315,314 > 315,315,5. Short-term accrued expenses,19,"48,245,959,325","24,317,673,288",,19.0,,
318,318,318,6. Short-term unearned revenues,,"467,702,644","93,185,392",,,,
319,318 > 319,319,7. Other short-term payables,20,"11,748,918,862","9,480,430,736",,20.0,,
320,318 > 320,320,8. Short-term loans,22,"615,911,149,968","596,947,078,982",,22.0,,
322,318 > 322,322,9. Bonus and welfare fund,21,"104,736,803,297","71,810,932,348",,21.0,,
330,330,330,II. Non-current liabilities,,"7,729,078,580,317","8,623,907,509,228",,,,
336,336,336,1. Long-term unearned revenues,,"149,999,998","277,272,726",,,,
337,337,337,2. Long-term trade payables,,"41,450,000","14,850,000",,,,
338,337 > 338,338,3. Long-term loans,22,"7,726,997,449,069","8,596,078,933,882",,22.0,,
341,337 > 341,341,4. Deferred tax liabilities,29.3,-,"25,605,398,335",,293.0,,
342,342,342,5. Long-term provisions,,"1,889,681,250","1,931,054,285",,,,
400,400,400,D. OWNERS' EQUITY,,"6,497,711,985,827","5,764,489,022,478",,,,
410,400 > 410,410,I. Capital,23,"6,497,711,985,827","5,764,489,022,478",,23.0,,
411,411,411,1. Share capital,,"4,148,043,710,000","4,225,083,710,000",,,,
411a,411a,411a,- Shares with voting rights,,"3,583,083,710,000","3,583,083,710,000",,,,
411b,411b,411b,- Preference shares,,"564,960,000,000","642,000,000,000",,,,
412,412,412,2. Share premium,,"14,462,886,313","20,700,057,484",,,,
418,418,418,3. Investment and development fund,,"96,180,413,885","96,180,413,885",,,,
421,421,421,4. Undistributed earnings,,"705,958,927,902","83,075,403,683",,,,
421a,421a,421a,- Undistributed earnings by the end of prior year,,"71,478,650,237","9,111,150,106",,,,
421b,421b,421b,- Undistributed earnings of current year,,"634,480,277,665","73,964,253,577",,,,
429,429,429,5. Non-controlling interests,,"1,533,066,047,727","1,339,449,437,426",,,,
440,440,440,TOTAL LIABILITIES AND OWNERS' EQUITY,,"15,110,888,031,702","15,173,556,340,436",,,,
