row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Beginning balance,Beginning balance,Beginning balance,"71,810,932,348","68,886,056,526",,
Appropriated from undistributed earnings (Note 23),Appropriated from undistributed earnings (Note 23),Appropriated from undistributed earnings (Note 23),"53,435,561,000","19,824,921,441",,
Utilization of fund during the year,Utilization of fund during the year,Utilization of fund during the year,"(20,509,690,051)","(16,900,045,619)",,
Ending balance,Ending balance,Ending balance,"104,736,803,297","71,810,932,348",,
