row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,Thù lao thành viên Hội đồng Quản trị,,,
Ông Nguyễn Thế Vinh,Thù lao thành viên Hội đồng Quản trị > Ông Nguyễn Thế Vinh,Ông Nguyễn Thế Vinh,Thành viên,390.000.000,390.000.000,,390000000.0,390000000.0
Ông Đăng Huỳnh Anh Tuấn,Thù lao thành viên Hội đồng Quản trị > Ông Đăng Huỳnh Anh Tuấn,Ông Đăng Huỳnh Anh Tuấn,Thành viên,390.000.000,390.000.000,,390000000.0,390000000.0
Bà Phạm Thị Khuế,Thù lao thành viên Hội đồng Quản trị > Bà Phạm Thị Khuế,Bà Phạm Thị Khuế,Thành viên,390.000.000,390.000.000,,390000000.0,390000000.0
Bà Nguyễn Thủy Vân,Thù lao thành viên Hội đồng Quản trị > Bà Nguyễn Thủy Vân,Bà Nguyễn Thủy Vân,Thành viên,390.000.000,390.000.000,,390000000.0,390000000.0
Ông Eiji Hagio,Thù lao thành viên Hội đồng Quản trị > Ông Eiji Hagio,Ông Eiji Hagio,Thành viên,262.166.667,-,,262166667.0,
Ông Mark Houghton Scott Leslie,Thù lao thành viên Hội đồng Quản trị > Ông Mark Houghton Scott Leslie,Ông Mark Houghton Scott Leslie,Thành viên,262.166.667,-,,262166667.0,
Ông Toshihiro Oki,Thù lao thành viên Hội đồng Quản trị > Ông Toshihiro Oki,Ông Toshihiro Oki,Thành viên,118.000.000,390.000.000,,118000000.0,390000000.0
Ông Simon Mark Wilson,Thù lao thành viên Hội đồng Quản trị > Ông Simon Mark Wilson,Ông Simon Mark Wilson,Thành viên,118.000.000,390.000.000,,118000000.0,390000000.0
