row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,8.613.176.045.875,9.409.067.317.958,,,8613176045875.0,9409067317958.0
310,310,310,I. Nợ ngắn hạn,,884.097.465.558,785.159.808.730,,,884097465558.0,785159808730.0
311,311,311,1. Phải trả người bán ngắn hạn,17,14.804.708.957,32.283.866.757,,17.0,14804708957.0,32283866757.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,1.438.402.447,1.490.511.247,,,1438402447.0,1490511247.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,74.425.978.296,47.951.063.315,,18.0,74425978296.0,47951063315.0
314,314,314,4. Phải trả người lao động,,12.317.841.762,785.066.665,,,12317841762.0,785066665.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,48.245.959.325,24.317.673.288,,19.0,48245959325.0,24317673288.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,467.702.644,93.185.392,,,467702644.0,93185392.0
319,319,319,7. Phải trả ngắn hạn khác,20,11.748.918.862,9.480.430.736,,20.0,11748918862.0,9480430736.0
320,320,320,8. Vay ngắn hạn,22,615.911.149.968,596.947.078.982,,22.0,615911149968.0,596947078982.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",21,104.736.803.297,71.810.932.348,,21.0,104736803297.0,71810932348.0
330,330,330,II. Nợ dài hạn,,7.729.078.580.317,8.623.907.509.228,,,7729078580317.0,8623907509228.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,,149.999.998,277.272.726,,,149999998.0,277272726.0
337,337,337,2. Phải trả dài hạn khác,,41.450.000,14.850.000,,,41450000.0,14850000.0
338,338,338,3. Vay dài hạn,22,7.726.997.449.069,8.596.078.933.882,,22.0,7726997449069.0,8596078933882.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,29.3,-,25.605.398.335,,293.0,,25605398335.0
342,342,342,5. Dự phòng phải trả dài hạn,,1.889.681.250,1.931.054.285,,,1889681250.0,1931054285.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,6.497.711.985.827,5.764.489.022.478,,,6497711985827.0,5764489022478.0
410,410,410,I. Vốn chủ sở hữu,23,6.497.711.985.827,5.764.489.022.478,,23.0,6497711985827.0,5764489022478.0
411,411,411,1. Vốn cổ phần,,4.148.043.710.000,4.225.083.710.000,,,4148043710000.0,4225083710000.0
411a,411a,411a,- Cổ phiếu cổ đông có quyền biểu quyết,,3.583.083.710.000,3.583.083.710.000,,,3583083710000.0,3583083710000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,564.960.000.000,642.000.000.000,,,564960000000.0,642000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,14.462.886.313,20.700.057.484,,,14462886313.0,20700057484.0
418,418,418,3. Quỹ đầu tư phát triển,,96.180.413.885,96.180.413.885,,,96180413885.0,96180413885.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,705.958.927.902,83.075.403.683,,,705958927902.0,83075403683.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,71.478.650.237,9.111.150.106,,,71478650237.0,9111150106.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,634.480.277.665,73.964.253.577,,,634480277665.0,73964253577.0
429,429,429,5. Lợi ích cổ đông không kiểm soát,,1.533.066.047.727,1.339.449.437.426,,,1533066047727.0,1339449437426.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,15.110.888.031.702,15.173.556.340.436,,,15110888031702.0,15173556340436.0
