row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Revenue from sales of electricity (*) (**),Revenue from sales of electricity (*) (**),Revenue from sales of electricity (*) (**),"2,935,428,348,323","2,297,665,425,496",,
Revenue from rendering of services,Revenue from rendering of services,Revenue from rendering of services,"62,417,634,258","27,273,997,254",,
Revenue from sales of equipment,Revenue from sales of equipment,Revenue from sales of equipment,"1,021,360,000","375,000,000",,
TOTAL,TOTAL,TOTAL,"2,998,867,342,581","2,325,314,422,750",,
