row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Beginning balance,Beginning balance,Beginning balance,"817,708,635","709,200,682",,
Add: Provision made during the year,Add: Provision made during the year,Add: Provision made during the year,"39,922,531,438","108,507,953",,
Less: Reversal of provision during the year,Less: Reversal of provision during the year,Less: Reversal of provision during the year,"(817,708,635)",-,,
Ending balance,Ending balance,Ending balance,"39,922,531,438","817,708,635",,
