row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,,978.664.595.389,181.530.596.172,,,978664595389.0,181530596172.0
02,02,02,Khấu hao và hao mòn,"11, 12, 13",799.717.318.649,804.297.740.099,,,799717318649.0,804297740099.0
03,03,03,Dự phòng trích lập,,2.162.578.926,36.722.889.238,,,2162578926.0,36722889238.0
04,04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(81.753.281),(47.340.658),,,-81753281.0,-47340658.0
05,05,05,Lãi từ hoạt động đầu tư,,(147.483.930.955),(41.203.805.966),,,-147483930955.0,-41203805966.0
06,06,06,Chi phí lãi vay và phân bổ chi phí phát hành trái phiếu,26,666.988.404.157,789.660.456.230,,26.0,666988404157.0,789660456230.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,2.299.967.212.885,1.770.960.535.115,,,2299967212885.0,1770960535115.0
09,09,09,(Tăng) giảm các khoản phải thu,,(796.250.928.051),20.157.535.979,,,-796250928051.0,20157535979.0
10,10,10,Giảm hàng tồn kho,,109.427.015.494,21.454.988.635,,,109427015494.0,21454988635.0
11,11,11,Tăng (giảm) các khoản phải trả,,35.051.895.563,(12.126.088.473),,,35051895563.0,-12126088473.0
12,12,12,Giảm (tăng) chi phí trả trước,,15.786.563.231,(5.130.188.043),,,15786563231.0,-5130188043.0
14,14,14,Tiền lãi vay đã trả,,(667.102.226.894),(804.255.448.226),,,-667102226894.0,-804255448226.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,18,(43.699.645.837),(61.496.640.337),,18.0,-43699645837.0,-61496640337.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(20.509.690.051),(16.900.045.619),,,-20509690051.0,-16900045619.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,932.670.196.340,912.664.649.031,,,932670196340.0,912664649031.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định",,(408.566.559.815),(102.100.056.932),,,-408566559815.0,-102100056932.0
22,22,22,Tiền thu do thanh lý tài sản cố định,,1.103.251.464,39.836.836.420,,,1103251464.0,39836836420.0
23,23,23,Tiền chi cho vay,,(247.289.204.538),(14.520.211.262),,,-247289204538.0,-14520211262.0
24,24,24,Tiền thu hồi cho vay,,368.300.000.000,15.347.911.262,,,368300000000.0,15347911262.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,236.153.026.352,58.170.262.912,,,236153026352.0,58170262912.0
27,27,27,Tiền thu lãi cho vay và cổ tức,,52.214.761.118,15.645.187.801,,,52214761118.0,15645187801.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,1.915.274.581,12.379.930.201,,,1915274581.0,12379930201.0
