row_label_raw,row_label_full,col_0,Năm nay,VND Năm trước,numeric__Năm nay,numeric__VND Năm trước
"Chi phí khấu hao và hao mòn (TM số 11, 12 và 13)","Chi phí khấu hao và hao mòn (TM số 11, 12 và 13)","Chi phí khấu hao và hao mòn (TM số 11, 12 và 13)",799.717.318.649,804.297.740.099,799717318649.0,804297740099.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,374.113.054.141,279.222.779.315,374113054141.0,279222779315.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,146.341.311.691,131.783.632.462,146341311691.0,131783632462.0
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",80.922.707.822,43.265.670.558,80922707822.0,43265670558.0
Chi phí khác,Chi phí khác,Chi phí khác,83.458.996.664,129.075.627.602,83458996664.0,129075627602.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.484.553.388.967,1.387.645.450.036,1484553388967.0,1387645450036.0
