row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Ending balance,Beginning balance,,
Short-term,Short-term,Short-term,"823,724,875,504","414,935,591,105",,
Receivables from customers,Receivables from customers,Receivables from customers,"794,973,061,014","412,415,831,021",,
- Electricity Power Trading Company,- Electricity Power Trading Company,- Electricity Power Trading Company,"668,424,659,539","311,033,382,648",,
- Central Power Corporation,- Central Power Corporation,- Central Power Corporation,"111,047,717,085","85,605,001,322",,
- Southern Power Corporation,- Southern Power Corporation,- Southern Power Corporation,"6,795,694,473","7,240,190,682",,
- Others,- Others,- Others,"8,704,989,917","8,537,256,369",,
Receivables from related parties (Note 30),Receivables from related parties (Note 30),Receivables from related parties (Note 30),"28,751,814,490","2,519,760,084",,
Long-term,Long-term,Long-term,"26,497,061,861",-,,
- Electricity Power Trading Company,- Electricity Power Trading Company,- Electricity Power Trading Company,"26,497,061,861",-,,
TOTAL,TOTAL,TOTAL,"850,221,937,365","414,935,591,105",,
Provision for doubtful short-term trade receivables,Provision for doubtful short-term trade receivables,Provision for doubtful short-term trade receivables,"(210,514,287)",-,,
