row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,823.724.875.504,414.935.591.105,823724875504.0,414935591105.0
Phải thu từ các khách hàng,Phải thu từ các khách hàng,Phải thu từ các khách hàng,794.973.061.014,412.415.831.021,794973061014.0,412415831021.0
- Công ty Mua Bán Điện,- Công ty Mua Bán Điện,- Công ty Mua Bán Điện,668.424.659.539,311.033.382.648,668424659539.0,311033382648.0
- Tổng Công ty Điện lực Miền Trung,- Tổng Công ty Điện lực Miền Trung,- Tổng Công ty Điện lực Miền Trung,111.047.717.085,85.605.001.322,111047717085.0,85605001322.0
- Tổng Công ty Điện lực Miền Nam,- Tổng Công ty Điện lực Miền Nam,- Tổng Công ty Điện lực Miền Nam,6.795.694.473,7.240.190.682,6795694473.0,7240190682.0
- Khác,- Khác,- Khác,8.704.989.917,8.537.256.369,8704989917.0,8537256369.0
Phải thu từ bên liên quan (TM số 30),Phải thu từ bên liên quan (TM số 30),Phải thu từ bên liên quan (TM số 30),28.751.814.490,2.519.760.084,28751814490.0,2519760084.0
Dài hạn,Dài hạn,Dài hạn,26.497.061.861,-,26497061861.0,
- Công ty Mua Bán Điện,- Công ty Mua Bán Điện,- Công ty Mua Bán Điện,26.497.061.861,-,26497061861.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,850.221.937.365,414.935.591.105,850221937365.0,414935591105.0
Dự phòng phải thu khách hàng ngắn hạn khó đòi,Dự phòng phải thu khách hàng ngắn hạn khó đòi,Dự phòng phải thu khách hàng ngắn hạn khó đòi,(210.514.287),-,-210514287.0,
