row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Dividends payable,Dividends payable,Dividends payable,"4,147,399,302","4,135,191,402",,
Forest environmental protection fees,Forest environmental protection fees,Forest environmental protection fees,"2,074,805,928","1,580,070,208",,
Others,Others,Others,"5,526,713,632","3,765,169,126",,
TOTAL,TOTAL,TOTAL,"11,748,918,862","9,480,430,736",,
