row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Construction consulting expenses,Construction consulting expenses,Construction consulting expenses,"22,236,111,111",-,,
Interest expense,Interest expense,Interest expense,"14,192,079,339","16,320,635,404",,
Others,Others,Others,"11,817,768,875","7,997,037,884",,
TOTAL,TOTAL,TOTAL,"48,245,959,325","24,317,673,288",,
