row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,Phải thu/(phải trả)_2,Phải thu/(phải trả)_3,Doanh thu/(chi phí),numeric__Giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1,numeric__Phải thu/(phải trả)_2,numeric__Phải thu/(phải trả)_3,numeric__Doanh thu/(chi phí)
Công ty liên quan,Công ty liên quan,Công ty liên quan,Giao dịch,Ngày 01 tháng 01 năm 2025,Tăng trong năm,Giảm trong năm,Ngày 31 tháng 12 năm 2025,Doanh thu/(chi phí),,,,,,
Công ty Cổ phần Thực phẩm PAN (Công ty con của Công ty Cổ phần Tập đoàn PAN),Công ty liên quan > Công ty Cổ phần Thực phẩm PAN (Công ty con của Công ty Cổ phần Tập đoàn PAN),Công ty Cổ phần Thực phẩm PAN (Công ty con của Công ty Cổ phần Tập đoàn PAN),Doanh thu giao dịch và dịch vụ chứng khoán khác,-,607.409.111,(607.409.111),-,607.409.111,,,607409111.0,-607409111.0,,607409111.0
Công ty Cổ phần Thực phẩm PAN (Công ty con của Công ty Cổ phần Tập đoàn PAN),Công ty liên quan > Công ty Cổ phần Thực phẩm PAN (Công ty con của Công ty Cổ phần Tập đoàn PAN),Công ty Cổ phần Thực phẩm PAN (Công ty con của Công ty Cổ phần Tập đoàn PAN),Giao dịch mua chứng khoán và chứng chỉ tiền gửi,-,(2.156.925.645.000),2.156.925.645.000,-,-,,,-2156925645000.0,2156925645000.0,,
Công ty Cổ phần Thực phẩm PAN (Công ty con của Công ty Cổ phần Tập đoàn PAN),Công ty liên quan > Công ty Cổ phần Thực phẩm PAN (Công ty con của Công ty Cổ phần Tập đoàn PAN),Công ty Cổ phần Thực phẩm PAN (Công ty con của Công ty Cổ phần Tập đoàn PAN),Giao dịch bán chứng khoán và chứng chỉ tiền gửi,-,3.037.041.594.000,(3.037.041.594.000),-,1.414.649.000,,,3037041594000.0,-3037041594000.0,,1414649000.0
Công ty Cổ phần Cả phê Golden Beans (Công ty con của Công ty Cổ phần Tập đoàn PAN),Công ty liên quan > Công ty Cổ phần Cả phê Golden Beans (Công ty con của Công ty Cổ phần Tập đoàn PAN),Công ty Cổ phần Cả phê Golden Beans (Công ty con của Công ty Cổ phần Tập đoàn PAN),Mua hàng hóa dịch vụ,-,(119.547.000),119.547.000,-,(119.547.000),,,-119547000.0,119547000.0,,-119547000.0
Daiwa Securities Group Inc,Công ty liên quan > Daiwa Securities Group Inc,Daiwa Securities Group Inc,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,2.156.831.886,(2.156.831.886),-,1.960.756.260,,,2156831886.0,-2156831886.0,,1960756260.0
Daiwa Securities Group Inc,Công ty liên quan > Daiwa Securities Group Inc,Daiwa Securities Group Inc,Cổ tức SSI,-,(317.154.673.000),317.154.673.000,-,-,,,-317154673000.0,317154673000.0,,
Daiwa Asset Management (Singapore) Ltd (Bên liên quan của Daiwa Securities Group Inc),Công ty liên quan > Daiwa Asset Management (Singapore) Ltd (Bên liên quan của Daiwa Securities Group Inc),Daiwa Asset Management (Singapore) Ltd (Bên liên quan của Daiwa Securities Group Inc),Doanh thu hợp đồng tư vấn,360.926.822,-,(360.926.822),-,-,,360926822.0,,-360926822.0,,
Quỹ đầu tư tăng trưởng Việt Nam DAIWA-SSIAM III (Bên liên quan của Daiwa Securities Group Inc),Công ty liên quan > Quỹ đầu tư tăng trưởng Việt Nam DAIWA-SSIAM III (Bên liên quan của Daiwa Securities Group Inc),Quỹ đầu tư tăng trưởng Việt Nam DAIWA-SSIAM III (Bên liên quan của Daiwa Securities Group Inc),Doanh thu tư vấn đầu tư quỹ,1.148.486.435,4.341.145.147,(4.660.937.640),828.693.942,4.341.145.147,,1148486435.0,4341145147.0,-4660937640.0,828693942.0,4341145147.0
Daiwa Asset Management Co. Ltd (Bên liên quan của Daiwa Securities Group Inc),Công ty liên quan > Daiwa Asset Management Co. Ltd (Bên liên quan của Daiwa Securities Group Inc),Daiwa Asset Management Co. Ltd (Bên liên quan của Daiwa Securities Group Inc),Doanh thu hợp đồng tư vấn,-,3.479.965.764,(3.479.965.764),-,3.479.965.764,,,3479965764.0,-3479965764.0,,3479965764.0
Daiwa Capital Markets Europe Limited (Bên liên quan của Daiwa Securities Group Inc),Công ty liên quan > Daiwa Capital Markets Europe Limited (Bên liên quan của Daiwa Securities Group Inc),Daiwa Capital Markets Europe Limited (Bên liên quan của Daiwa Securities Group Inc),Phí hoa hồng phải trả,(36.791.847),(36.959.751),73.751.598,-,(36.959.751),,-36791847.0,-36959751.0,73751598.0,,-36959751.0
