row_label_raw,row_label_full,STT,Chỉ tiêu,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Đơn vị tính: VND Số cuối năm,numeric__Chỉ tiêu,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Đơn vị tính: VND Số cuối năm
I,I,I,Thuế,201.239.824.235,2.237.197.884.370,(1.807.201.867.729),631.235.840.876,,201239824235.0,2237197884370.0,-1807201867729.0,631235840876.0
1,1,1,Thuế giá trị gia tăng Trong đó:- Thuế GTGT phải nộp- Thuế GTGT thu lại từ Nhà nước,944.198.885,8.494.157.004,(8.158.750.243),1.279.605.646,,944198885.0,8494157004.0,-8158750243.0,1279605646.0
1,1,1,Thuế giá trị gia tăng Trong đó:- Thuế GTGT phải nộp- Thuế GTGT thu lại từ Nhà nước,997.499.145,8.494.157.004,(8.158.750.243),1.279.605.646,,997499145.0,8494157004.0,-8158750243.0,1279605646.0
1,1,1,Thuế giá trị gia tăng Trong đó:- Thuế GTGT phải nộp- Thuế GTGT thu lại từ Nhà nước,(53.300.260),-,-,-,,-53300260.0,,,
2,2,2,Thuế thu nhập doanh nghiệp (Thuyết minh số 41.1),134.844.586.449,966.759.259.436,(579.880.352.789),521.723.493.096,,134844586449.0,966759259436.0,-579880352789.0,521723493096.0
3,3,3,Các loại thuế khác,65.451.038.901,1.261.944.467.930,(1.219.162.764.697),108.232.742.134,,65451038901.0,1261944467930.0,-1219162764697.0,108232742134.0
3,3,3,Thuế thu nhập cá nhân,16.440.256.138,182.079.271.823,(182.110.075.533),16.409.452.428,,16440256138.0,182079271823.0,-182110075533.0,16409452428.0
3,3,3,Thuế thu nhập cá nhân nộp hộ nhà đầu tư,41.069.191.373,848.335.097.081,(822.318.842.458),67.085.445.996,,41069191373.0,848335097081.0,-822318842458.0,67085445996.0
3,3,3,Thuế môn bài,-,19.000.000,(19.000.000),-,,,19000000.0,-19000000.0,
3,3,3,Thuế khác (bao gồm thuế nhà thầu),7.941.591.390,231.511.099.026,(214.714.846.706),24.737.843.710,,7941591390.0,231511099026.0,-214714846706.0,24737843710.0
II,II,II,Các khoản (phải thu)/phải nộp khác,(2.644.605),34.316.857,(34.316.857),(2.644.605),,-2644605.0,34316857.0,-34316857.0,-2644605.0
II,II,II,Tổng cộng,201.237.179.630,2.237.232.201.227,(1.807.236.184.586),631.233.196.271,,201237179630.0,2237232201227.0,-1807236184586.0,631233196271.0
