row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,61.983.660.935.421,46.680.651.947.954,,,61983660935421.0,46680651947954.0
310,310,310,I. Nợ phải trả ngắn hạn,,61.901.661.181.462,46.599.438.522.989,,,61901661181462.0,46599438522989.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,21,60.160.501.864.584,45.501.969.699.137,,21.0,60160501864584.0,45501969699137.0
312,312,312,1.1. Vay ngắn hạn,,60.160.501.864.584,45.501.969.699.137,,,60160501864584.0,45501969699137.0
318,318,318,2. Phải trả hoạt động giao dịch chứng khoán,22,327.632.120.836,227.883.634.106,,22.0,327632120836.0,227883634106.0
320,320,320,3. Phải trả người bán ngắn hạn,23,95.162.384.774,103.075.387.679,,23.0,95162384774.0,103075387679.0
321,321,321,4. Người mua trả tiền trước ngắn hạn,24,10.030.000.000,26.490.726.300,,24.0,10030000000.0,26490726300.0
322,322,322,5. Thuế và các khoản phải nộp Nhà nước,25,631.235.840.876,201.293.124.495,,25.0,631235840876.0,201293124495.0
323,323,323,6. Phải trả người lao động,,150.228.989.301,93.761.808.205,,,150228989301.0,93761808205.0
324,324,324,7. Các khoản trích nộp phúc lợi nhân viên,,880.843.197,884.019.653,,,880843197.0,884019653.0
325,325,325,8. Chi phí phải trả ngắn hạn,26,103.805.644.304,67.847.177.428,,26.0,103805644304.0,67847177428.0
327,327,327,9. Doanh thu chưa thực hiện ngắn hạn,,947.336.572,1.299.798.330,,,947336572.0,1299798330.0
328,328,328,"10. Nhận ký quỹ, ký cược ngắn hạn",,374.025.860,362.313.180,,,374025860.0,362313180.0
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",27,20.465.929.373,18.037.472.054,,27.0,20465929373.0,18037472054.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",28,400.396.201.785,356.533.362.422,,28.0,400396201785.0,356533362422.0
340,340,340,II. Nợ phải trả dài hạn,,81.999.753.959,81.213.424.965,,,81999753959.0,81213424965.0
351,351,351,1. Doanh thu chưa thực hiện dài hạn,29,53.562.883.675,54.562.883.675,,29.0,53562883675.0,54562883675.0
356,356,356,2. Thuế thu nhập hoãn lại phải trả,18,28.436.870.284,26.650.541.290,,18.0,28436870284.0,26650541290.0
400,400,400,D. VỐN CHỦ SỞ HỮU,30,32.066.318.460.762,26.826.650.611.768,,30.0,32066318460762.0,26826650611768.0
410,410,410,I. Vốn chủ sở hữu,,32.066.318.460.762,26.826.650.611.768,,,32066318460762.0,26826650611768.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,24.068.975.194.604,20.713.065.094.108,,,24068975194604.0,20713065094108.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,20.779.062.620.000,19.638.639.180.000,,,20779062620000.0,19638639180000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,20.779.062.620.000,19.638.639.180.000,,,20779062620000.0,19638639180000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,3.309.027.581.013,1.093.540.920.517,,,3309027581013.0,1093540920517.0
411.5,411.5,411.5,1.3. Cổ phiếu quỹ,,(19.115.006.409),(19.115.006.409),,,-19115006409.0,-19115006409.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,41,41.559.224.831,31.690.477.740,,41.0,41559224831.0,31690477740.0
413,413,413,3. Chênh lệch tỷ giả hối đoái,,85.080.701.032,72.177.590.546,,,85080701032.0,72177590546.0
414,414,414,4. Quỹ dự trữ bổ sung vốn điều lệ,,3.000.000.000,3.000.000.000,,,3000000000.0,3000000000.0
417,417,417,5. Lợi nhuận chưa phân phối,30.1,7.737.518.495.585,5.856.098.315.938,,301.0,7737518495585.0,5856098315938.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,7.813.060.963.734,6.025.186.849.191,,,7813060963734.0,6025186849191.0
417.2,417.2,417.2,5.2 Lỗ chưa thực hiện,,(75.542.468.149),(169.088.533.253),,,-75542468149.0,-169088533253.0
418,418,418,6. Lợi ích cổ đông không kiểm soát,,130.184.844.710,150.619.133.436,,,130184844710.0,150619133436.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,94.049.979.396.183,73.507.302.559.722,,,94049979396183.0,73507302559722.0
