row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (trình bày lại)
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,36.704.122.902,30.498.178.260,,,36704122902.0,30498178260.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,43.592.466.245,36.281.799.525,,,43592466245.0,36281799525.0
43,43,43,"3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,9.639.719.544,-,,,9639719544.0,
44,44,44,4. Doanh thu khác về đầu tư,,91.801.748.767,112.515.933.616,,,91801748767.0,112515933616.0
50,50,50,Cộng doanh thu hoạt động tài chính,37,181.738.057.458,179.295.911.401,,37.0,181738057458.0,179295911401.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,85.712.835.973,28.630.349.944,,,85712835973.0,28630349944.0
52,52,52,2. Chi phí lãi vay,,2.561.801.123.900,1.505.764.783.295,,,2561801123900.0,1505764783295.0
53,53,53,"3. Lỗ bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",,5.442.110.399,-,,,5442110399.0,
55,55,55,4. Chi phí tài chính khác,,14.726.358.615,40.529.004.768,,,14726358615.0,40529004768.0
60,60,60,Cộng chi phí tài chính,38,2.667.682.428.887,1.574.924.138.007,,38.0,2667682428887.0,1574924138007.0
62,62,62,VI. CHI PHÍ QUẢN LÝ,39,260.584.243.528,301.749.636.986,,39.0,260584243528.0,301749636986.0
70,70,70,VII. KẾT QUẢ HOẠT ĐỘNG,,5.077.038.349.275,3.543.940.102.934,,,5077038349275.0,3543940102934.0
,,,VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,,8.176.653.667,2.504.237.662,,,8176653667.0,2504237662.0
72,72,72,Chi phí khác,,2.241.006.571,2.916.856.934,,,2241006571.0,2916856934.0
80,80,80,Cộng kết quả hoạt động khác,40,5.935.647.096,(412.619.272),,40.0,5935647096.0,-412619272.0
90,90,90,IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,5.082.973.996.371,3.543.527.483.662,,,5082973996371.0,3543527483662.0
91,91,91,Lợi nhuận đã thực hiện,,4.989.543.458.351,3.639.803.446.398,,,4989543458351.0,3639803446398.0
92,92,92,Lợi nhuận/(lỗ) chưa thực hiện,,93.430.538.020,(96.275.962.736),,,93430538020.0,-96275962736.0
100,100,100,X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),41,976.093.262.472,698.418.450.990,,41.0,976093262472.0,698418450990.0
100.1,100.1,100.1,Chi phí thuế TNDN hiện hành,41.1,966.363.912.237,694.521.335.141,,411.0,966363912237.0,694521335141.0
100.2,100.2,100.2,Chi phí thuế TNDN hoãn lại,41.2,9.729.350.235,3.897.115.849,,412.0,9729350235.0,3897115849.0
200,200,200,XI. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,4.106.880.733.899,2.845.109.032.672,,,4106880733899.0,2845109032672.0
201,201,201,1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,,4.106.090.416.749,2.704.221.369.052,,,4106090416749.0,2704221369052.0
202,202,202,2. Lợi nhuận sau thuế trích các Quỹ,,-,130.801.751.312,,,,130801751312.0
203,203,203,3. Lợi nhuận thuần phân bổ cho lợi ích của cổ đông không kiểm soát,,790.317.150,10.085.912.308,,,790317150.0,10085912308.0
