row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,89.322.786.682.359,70.932.391.912.367,,,89322786682359.0,70932391912367.0
110,110,110,I. Tài sản tài chính,,89.191.517.711.984,70.813.502.224.578,,,89191517711984.0,70813502224578.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,3.646.492.763.118,239.000.238.200,,5.0,3646492763118.0,239000238200.0
111.1,111.1,111.1,1.1. Tiền,,1.174.260.187.483,208.969.991.625,,,1174260187483.0,208969991625.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,2.472.232.575.635,30.030.246.575,,,2472232575635.0,30030246575.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,38.257.656.392.970,42.438.121.481.401,,71.0,38257656392970.0,42438121481401.0
113,113,113,3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),7.3,5.230.991.865.654,3.893.901.724.895,,73.0,5230991865654.0,3893901724895.0
114,114,114,4. Các khoản cho vay,7.4,38.940.059.337.071,21.998.601.885.375,,74.0,38940059337071.0,21998601885375.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,599.371.822.447,562.332.851.822,,72.0,599371822447.0,562332851822.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,8,(11.932.085),(55.101.823.874),,8.0,-11932085.0,-55101823874.0
117,117,117,7. Các khoản phải thu,,573.615.596.319,800.614.271.922,,,573615596319.0,800614271922.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,192.130.223.980,507.766.978.808,,9.0,192130223980.0,507766978808.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",9,381.485.372.339,292.847.293.114,,9.0,381485372339.0,292847293114.0
117.4,117.4,117.4,"7.2.1. Dự thu cổ tức, lãi chưa đến ngày nhận",,381.485.372.339,292.847.293.114,,,381485372339.0,292847293114.0
118,118,118,8. Trả trước cho người bán,9,1.576.813.407.177,927.764.853.829,,9.0,1576813407177.0,927764853829.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,33.294.883.844,30.201.748.046,,9.0,33294883844.0,30201748046.0
122,122,122,10. Các khoản phải thu khác,9,523.726.032.105,210.104.950.765,,9.0,523726032105.0,210104950765.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(190.492.456.636),(232.039.957.803),,9.0,-190492456636.0,-232039957803.0
130,130,130,II. Tài sản ngắn hạn khác,10,131.268.970.375,118.889.687.789,,10.0,131268970375.0,118889687789.0
131,131,131,1. Tạm ứng,,5.543.301.647,20.927.597.892,,,5543301647.0,20927597892.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,197.928.265,595.758.695,,,197928265.0,595758695.0
133,133,133,3. Chi phí trả trước ngắn hạn,,96.847.871.948,54.860.667.972,,,96847871948.0,54860667972.0
134,134,134,"4. Cẩm cố, thể chấp, ký quỹ, ký cược ngắn hạn",,882.806.510,772.112.130,,,882806510.0,772112130.0
136,136,136,5. Thuế và các khoản phải thu Nhà nước,,2.644.605,55.944.865,,,2644605.0,55944865.0
137,137,137,6. Tài sản ngắn hạn khác,,27.794.417.400,41.677.606.235,,,27794417400.0,41677606235.0
