row_label_raw,row_label_full,Chênh lệch tỷ giá hối đoái đã và chưa thực hiệnDoanh thu lãi tiền gửi không kỳ hạn và dưới ba (03) tháng > Lãi chia sẻ từ công ty liên kết(Thuyết minh số 11),Năm nay > 36.704.122.902 > 43.592.466.245 > 61.876.762.426,Đơn vị tính: VNDNăm trước > 30.498.178.260 > 36.281.799.525 > 66.539.454.985,numeric__Năm nay > 36.704.122.902 > 43.592.466.245 > 61.876.762.426,numeric__Đơn vị tính: VNDNăm trước > 30.498.178.260 > 36.281.799.525 > 66.539.454.985
"Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh","Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh","Lãi bán, thanh lý các khoản đầu tư vào công ty con, liên kết, liên doanh",9.639.719.544,-,9639719544.0,
Doanh thu từ hợp đồng hoàn đối lãi suất,Doanh thu từ hợp đồng hoàn đối lãi suất,Doanh thu từ hợp đồng hoàn đối lãi suất,21.383.629.138,45.976.478.631,21383629138.0,45976478631.0
Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,Doanh thu hoạt động tài chính khác,8.541.357.203,-,8541357203.0,
Tổng cộng,Tổng cộng,Tổng cộng,181.738.057.458,179.295.911.401,181738057458.0,179295911401.0
