row_label_raw,row_label_full,STT,Danh mục các loại chứng quyềnCông ty phát hành,Giá trị mua theo số kể toán,Giá trị hợp lý,Số dư chênh lệch đánh giá lại cuối năm,Số dư chênh lệch đánh giá lại đầu năm,Đơn vị tính: VNDChênh lệch thuần điều chỉnh số kể toán trong năm,numeric__Danh mục các loại chứng quyềnCông ty phát hành,numeric__Giá trị mua theo số kể toán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệch đánh giá lại cuối năm,numeric__Số dư chênh lệch đánh giá lại đầu năm,numeric__Đơn vị tính: VNDChênh lệch thuần điều chỉnh số kể toán trong năm
Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,,,,,,
1,Loại Chứng quyền > 1,1,FPT/12M/SSI/C/EU/Cash-20,20.516.533.318,15.824.640.000,4.691.893.318,-,4.691.893.318,,20516533318.0,15824640000.0,4691893318.0,,4691893318.0
2,Loại Chứng quyền > 2,2,HPG/12M/SSI/C/EU/Cash-20,24.542.904.365,22.652.274.000,1.890.630.365,-,1.890.630.365,,24542904365.0,22652274000.0,1890630365.0,,1890630365.0
3,Loại Chứng quyền > 3,3,HPG/15M/SSI/C/EU/Cash-20,20.118.559.338,16.997.700.000,3.120.859.338,-,3.120.859.338,,20118559338.0,16997700000.0,3120859338.0,,3120859338.0
4,Loại Chứng quyền > 4,4,MSN/12M/SSI/C/EU/Cash-20,41.709.359.192,34.838.518.000,6.870.841.192,-,6.870.841.192,,41709359192.0,34838518000.0,6870841192.0,,6870841192.0
5,Loại Chứng quyền > 5,5,VHM/12M/SSI/C/EU/Cash-20,26.465.921.718,27.679.465.000,(1.213.543.282),-,(1.213.543.282),,26465921718.0,27679465000.0,-1213543282.0,,-1213543282.0
6,Loại Chứng quyền > 6,6,Các chứng quyền khác,184.746.095.361,161.861.267.000,22.884.828.361,16.659.332.481,6.225.495.880,,184746095361.0,161861267000.0,22884828361.0,16659332481.0,6225495880.0
Tổng cộng,Loại Chứng quyền > Tổng cộng,Tổng cộng,Tổng cộng,318.099.373.292,279.853.864.000,38.245.509.292,16.659.332.481,21.586.176.811,,318099373292.0,279853864000.0,38245509292.0,16659332481.0,21586176811.0
