row_label_raw,row_label_full,Số đầu năm,Năm nay > 687.490.406.131,Đơn vị tính: VNDNăm trước > 649.680.042.038,numeric__Năm nay > 687.490.406.131,numeric__Đơn vị tính: VNDNăm trước > 649.680.042.038
Thay đổi tỷ lệ sở hữu công ty con thành công ty liên kết,Thay đổi tỷ lệ sở hữu công ty con thành công ty liên kết,Thay đổi tỷ lệ sở hữu công ty con thành công ty liên kết,100.000.000.000,-,100000000000.0,
Tăng lên do mua thêm cổ phần của Công ty Cổ phần Tập đoàn PAN,Tăng lên do mua thêm cổ phần của Công ty Cổ phần Tập đoàn PAN,Tăng lên do mua thêm cổ phần của Công ty Cổ phần Tập đoàn PAN,1.293.285.000,-,1293285000.0,
Thanh lý đầu tư Công ty liên kết,Thanh lý đầu tư Công ty liên kết,Thanh lý đầu tư Công ty liên kết,(101.451.679.332),-,-101451679332.0,
Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,(21.353.949.236),(15.437.694.390),-21353949236.0,-15437694390.0
Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,61.876.762.426,66.539.454.983,61876762426.0,66539454983.0
- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,61.876.762.426,66.539.454.983,61876762426.0,66539454983.0
Cổ tức thực nhận,Cổ tức thực nhận,Cổ tức thực nhận,(13.291.396.500),(13.291.396.500),-13291396500.0,-13291396500.0
Điều chỉnh khác,Điều chỉnh khác,Điều chỉnh khác,924.450.548,-,924450548.0,
Số cuối năm,Số cuối năm,Số cuối năm,715.487.879.037,687.490.406.131,715487879037.0,687490406131.0
