row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối năm > 1.279.605.646,Đơn vị tính: VND Số đầu năm > 997.499.145,numeric__Số cuối năm > 1.279.605.646,numeric__Đơn vị tính: VND Số đầu năm > 997.499.145
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,521.723.493.096,134.844.586.449,521723493096.0,134844586449.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,83.494.898.424,57.509.447.511,83494898424.0,57509447511.0
Thuế khác (bao gồm thuế nhà thầu),Thuế khác (bao gồm thuế nhà thầu),Thuế khác (bao gồm thuế nhà thầu),24.737.843.710,7.941.591.390,24737843710.0,7941591390.0
Tổng cộng,Tổng cộng,Tổng cộng,631.235.840.876,201.293.124.495,631235840876.0,201293124495.0
