row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,5.082.973.996.371,3.543.527.483.662,5082973996371.0,3543527483662.0
Các khoản điều chỉnh giảm lợi nhuận theo ké toán,Các khoản điều chỉnh giảm lợi nhuận theo ké toán,Các khoản điều chỉnh giảm lợi nhuận theo ké toán,(414.119.099.503),(272.571.079.915),-414119099503.0,-272571079915.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,735.215.404.276,674.292.674.159,735215404276.0,674292674159.0
- Chênh lệch giảm do đánh giá lại các tài sản tài chính FVTPL,- Chênh lệch giảm do đánh giá lại các tài sản tài chính FVTPL,- Chênh lệch giảm do đánh giá lại các tài sản tài chính FVTPL,381.330.749.849,454.068.036.687,381330749849.0,454068036687.0
- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,283.088.772.310,191.616.952.989,283088772310.0,191616952989.0
- Dự phòng giảm giá chứng khoán chưa niêm yết,- Dự phòng giảm giá chứng khoán chưa niêm yết,- Dự phòng giảm giá chứng khoán chưa niêm yết,-,22.734.432.466,,22734432466.0
- Hoàn nhập giảm giá chứng khoán trong kỳ,- Hoàn nhập giảm giá chứng khoán trong kỳ,- Hoàn nhập giảm giá chứng khoán trong kỳ,67.758.321.133,-,67758321133.0,
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,3.037.560.984,5.873.252.017,3037560984.0,5873252017.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(1.149.334.503.779),(946.863.754.074),-1149334503779.0,-946863754074.0
- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,(73.978.075.200),(63.285.503.310),-73978075200.0,-63285503310.0
- Hoàn nhập dự phòng giảm giá của chứng khoán chưa niêm yết,- Hoàn nhập dự phòng giảm giá của chứng khoán chưa niêm yết,- Hoàn nhập dự phòng giảm giá của chứng khoán chưa niêm yết,(54.988.779.066),-,-54988779066.0,
- Chi phí dự phòng giảm giá chứng khoán trong năm,- Chi phí dự phòng giảm giá chứng khoán trong năm,- Chi phí dự phòng giảm giá chứng khoán trong năm,-,(126.813.270.876),,-126813270876.0
- Chênh lệch tăng do đánh giá lại các tài sản tài chính FVTPL,- Chênh lệch tăng do đánh giá lại các tài sản tài chính FVTPL,- Chênh lệch tăng do đánh giá lại các tài sản tài chính FVTPL,(454.411.821.045),(377.307.374.295),-454411821045.0,-377307374295.0
- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,(304.674.949.121),(159.281.244.677),-304674949121.0,-159281244677.0
- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,- Lợi nhuận trước thuế từ công ty con,(149.027.029.958),(125.756.676.377),-149027029958.0,-125756676377.0
- Lợi nhuận chia sẻ từ công ty liên kết,- Lợi nhuận chia sẻ từ công ty liên kết,- Lợi nhuận chia sẻ từ công ty liên kết,(58.058.137.142),(66.539.454.985),-58058137142.0,-66539454985.0
- Các khoản điều chỉnh giảm khác,- Các khoản điều chỉnh giảm khác,- Các khoản điều chỉnh giảm khác,(54.195.712.247),(27.880.229.554),-54195712247.0,-27880229554.0
Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,Thu nhập chịu thuế ước tính năm hiện hành,4.668.854.896.868,3.270.956.403.747,4668854896868.0,3270956403747.0
Thuế suất thuế TNDN,Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,20%,0.2,0.2
Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,Thuế TNDN phải trả ước tính năm hiện hành,933.770.979.373,654.191.280.749,933770979373.0,654191280749.0
Thuế TNDN phải trả ước tính tại công ty con,Thuế TNDN phải trả ước tính tại công ty con,Thuế TNDN phải trả ước tính tại công ty con,31.111.304.320,18.960.893.874,31111304320.0,18960893874.0
Thuế TNDN phải trả của SSID trong quý 1 năm 2025,Thuế TNDN phải trả của SSID trong quý 1 năm 2025,Thuế TNDN phải trả của SSID trong quý 1 năm 2025,463.304.459,-,463304459.0,
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,134.844.586.449,289.075.048.638,134844586449.0,289075048638.0
Điều chỉnh tăng thuế TNDN theo Quyết toán thuế,Điều chỉnh tăng thuế TNDN theo Quyết toán thuế,Điều chỉnh tăng thuế TNDN theo Quyết toán thuế,1.090.175.524,21.692.656.277,1090175524.0,21692656277.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(579.556.857.029),(849.075.293.089),-579556857029.0,-849075293089.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,521.723.493.096,134.844.586.449,521723493096.0,134844586449.0
