row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước (trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (trình bày lại)
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thông qua lãilö (FVTPL),,6.160.760.603.213,4.021.594.603.243,,,6160760603213.0,4021594603243.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,32.1,3.137.405.004.938,1.418.748.422.649,,321.0,3137405004938.0,1418748422649.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,32.2,454.411.821.045,377.307.374.295,,322.0,454411821045.0,377307374295.0
01.3,01.3,01.3,"1.3. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",32.4,2.264.268.828.109,2.066.257.561.622,,324.0,2264268828109.0,2066257561622.0
01.4,01.4,01.4,1.4. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,32.3,304.674.949.121,159.281.244.677,,323.0,304674949121.0,159281244677.0
02,02,02,2. Lãi từ các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),32.4,440.125.992.169,327.941.173.503,,324.0,440125992169.0,327941173503.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,32.4,3.562.009.243.140,2.079.370.965.194,,324.0,3562009243140.0,2079370965194.0
04,04,04,4. Lãi từ tài sản tài chính sẵn sàng để bán (AFS),32.4,31.334.968.132,5.855.498.234,,324.0,31334968132.0,5855498234.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,,2.344.721.484.003,1.667.430.605.344,,,2344721484003.0,1667430605344.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,7.081.780.822,10.168.863.013,,,7081780822.0,10168863013.0
08,08,08,7. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,35.860.306.755,37.304.320.878,,,35860306755.0,37304320878.0
09,09,09,8. Doanh thu nghiệp vụ lưu ký chứng khoán,,58.567.552.926,37.071.576.990,,,58567552926.0,37071576990.0
10,10,10,9. Doanh thu hoạt động tư vấn tài chính,,47.797.250.691,24.743.117.630,,,47797250691.0,24743117630.0
11,11,11,10. Thu nhập hoạt động khác,34,242.477.508.333,317.798.851.445,,34.0,242477508333.0,317798851445.0
20,20,20,Cộng doanh thu hoạt động,,12.930.736.690.184,8.529.279.575.474,,,12930736690184.0,8529279575474.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,3.081.274.818.853,1.458.465.074.277,,,3081274818853.0,1458465074277.0
21.1,21.1,21.1,1.1. Lỗ bán các tài sản tài chính FVTPL,32.1,2.403.092.258.057,803.200.303.869,,321.0,2403092258057.0,803200303869.0
21.2,21.2,21.2,1.2. Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,32.2,381.330.749.849,454.068.036.687,,322.0,381330749849.0,454068036687.0
21.3,21.3,21.3,1.3. Chi phí giao dịch mua các tài sản tài chính FVTPL,,13.763.038.637,9.579.780.732,,,13763038637.0,9579780732.0
21.4,21.4,21.4,1.4. Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,32.3,283.088.772.310,191.616.952.989,,323.0,283088772310.0,191616952989.0
23,23,23,2. Lỗ và ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính sẵn sàng để bán (AFS) khi phân loại lại,,4.741.291.390,-,,,4741291390.0,
24,24,24,"3. (Hoàn nhập)/Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi, lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",33,(41.923.779.656),34.736.394.527,,33.0,-41923779656.0,34736394527.0
26,26,26,4. Chi phí hoạt động tự doanh,,104.729.261.443,143.032.816.397,,,104729261443.0,143032816397.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,35,1.587.459.023.422,1.310.646.611.682,,35.0,1587459023422.0,1310646611682.0
28,28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",35,8.929.244.726,9.539.948.546,,35.0,8929244726.0,9539948546.0
29,29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,35,15.284.521.164,19.990.738.187,,35.0,15284521164.0,19990738187.0
30,30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,35,56.565.562.090,41.393.115.080,,35.0,56565562090.0,41393115080.0
31,31,31,9. Chi phí hoạt động tư vấn tài chính,35,32.865.211.269,26.492.570.900,,35.0,32865211269.0,26492570900.0
32,32,32,10. Chi phí hoạt động khác,"35, 36",257.244.571.251,243.664.339.352,,,257244571251.0,243664339352.0
40,40,40,Cộng chi phí hoạt động,,5.107.169.725.952,3.287.961.608.948,,,5107169725952.0,3287961608948.0
