row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
61,61,61,"Tiền chỉ để mua sắm, xây dựng tải sản cố định, bắt động sản đầu tư và các tài sản khác",,(148.182.381.457),(436.566.898.855),,,-148182381457.0,-436566898855.0
62,62,62,"Tiền thu từ thanh lý, nhượng bán tải sản cố định, bắt động sản đầu tư và các tài sản khác",,938.425.999,83.961.688.363,,,938425999.0,83961688363.0
63,63,63,"Tiền chỉ đầu tư vốn vào công ty con, công ty liên doanh, liên kết và đầu tư khác",,(2.796.293.285.000),(820.000.000.000),,,-2796293285000.0,-820000000000.0
64,64,64,"Tiền thu hồi các khoản đầu tư vào công ty con, công ty liên doanh, liên kết và đầu tư khác",,732.549.854.237,1.800.000.000.000,,,732549854237.0,1800000000000.0
65,65,65,Tiền thu về cổ tức và lợi nhuận được chia tử các khoản đầu tư tài chính dài hạn,,71.476.841.520,174.138.190.772,,,71476841520.0,174138190772.0
70,70,70,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,,(2.139.510.544.701),801.532.980.280,,,-2139510544701.0,801532980280.0
,,,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
71,71,71,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,3.356.137.180.496,2.363.708.005.000,,,3356137180496.0,2363708005000.0
73,73,73,Tiền vay gốc,,370.308.902.628.976,257.590.541.631.577,,,370308902628976.0,257590541631577.0
73.2,73.2,73.2,- Tiền vay khác,,370.308.902.628.976,257.590.541.631.577,,,370308902628976.0,257590541631577.0
74,74,74,Tiền chi trả nợ gốc vay,,(355.617.052.463.529),(255.240.406.231.117),,,-355617052463529.0,-255240406231117.0
74.3,74.3,74.3,- Tiền chi trả gốc vay khác,,(355.617.052.463.529),(255.240.406.231.117),,,-355617052463529.0,-255240406231117.0
76,76,76,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(2.075.375.509.000),(1.505.962.969.000),,,-2075375509000.0,-1505962969000.0
80,80,80,Lưu chuyển tiền thuần từ hoạt động tài chính,,15.972.611.836.943,3.207.880.436.460,,,15972611836943.0,3207880436460.0
90,90,90,TẢNG/(GIẢM) TIỀN THUÀN TRONG NĂM,,3.407.492.524.918,(254.905.290.009),,,3407492524918.0,-254905290009.0
101,101,101,TIỀN VÀ CÁC KHOẠN TƯƠNG ĐƯƠNG TIỀN ĐẦU NĂM,5,239.000.238.200,493.905.528.209,,5.0,239000238200.0,493905528209.0
101.1,101.1,101.1,Tiền,,206.795.644.109,476.356.340.376,,,206795644109.0,476356340376.0
101.2,101.2,101.2,Các khoản tương đương tiền,,30.030.246.575,15.307.059.179,,,30030246575.0,15307059179.0
102,102,102,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,2.174.347.516,2.242.128.654,,,2174347516.0,2242128654.0
103,103,103,TIỀN VÀ CÁC KHOẠN TƯƠNG ĐƯƠNG TIỀN CUỐI NĂM,5,3.646.492.763.118,239.000.238.200,,5.0,3646492763118.0,239000238200.0
103.1,103.1,103.1,Tiền,,1.174.041.421.382,206.795.644.109,,,1174041421382.0,206795644109.0
103.2,103.2,103.2,Các khoản tương đương tiền,,2.472.232.575.635,30.030.246.575,,,2472232575635.0,30030246575.0
104,104,104,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,218.766.101,2.174.347.516,,,218766101.0,2174347516.0
