row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,,,
01,01,01,1. Tiền thu bán chứng khoán môi giới cho khách hàng,,685.515.427.555.721,449.336.215.398.707,,,685515427555721.0,449336215398707.0
02,02,02,2. Tiền chỉ mua chứng khoán môi giới cho khách hàng,,(716.397.502.535.492),(444.343.728.388.120),,,-716397502535492.0,-444343728388120.0
07,07,07,3. Nhận tiền gửi để thanh toán giao dịch chứng khoán của khách hàng,,1.663.002.069.643.760,581.410.978.507.937,,,1663002069643760.0,581410978507937.0
07.1,07.1,07.1,4. Tiền gửi ký quỹ của Nhà đầu tư tại VSD (tăng/(giám)),,3.275.579.911,(240.805.847.823),,,3275579911.0,-240805847823.0
08,08,08,5. Chi trả thanh toán giao dịch chứng khoán của khách hàng,,(1.618.511.292.176.880),(581.684.572.492.842),,,-1618511292176880.0,-581684572492842.0
11,11,11,6. Chi trả phí lưu ký chứng khoán của khách hàng,,(51.045.531.329),(33.160.796.182),,,-51045531329.0,-33160796182.0
14,14,14,7. Tiền thu của Tổ chức phát hành chứng khoán,,1.156.746.902.000,2.538.228.142.100,,,1156746902000.0,2538228142100.0
15,15,15,8. Tiền chi trả Tổ chức phát hành chứng khoán,,(11.265.285.008.300),(7.316.490.759.555),,,-11265285008300.0,-7316490759555.0
20,20,20,Tăng/(giảm) tiền thuần trong năm,,3.452.394.429.391,(333.336.235.778),,,3452394429391.0,-333336235778.0
30,30,30,II. Tiền và các khoản tương đương tiền đầu năm của khách hàng,,4.941.400.793.936,5.274.737.029.714,,,4941400793936.0,5274737029714.0
31,31,31,Tiền gửi ngân hàng đầu năm:,,4.941.400.793.936,5.274.737.029.714,,,4941400793936.0,5274737029714.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,4.919.023.915.622,5.166.309.968.071,,,4919023915622.0,5166309968071.0
,,,Trong đó: Tiền gửi ký quỹ của Nhà đầu tư tại VSDC,,282.505.300.828,523.311.148.651,,,282505300828.0,523311148651.0
33,33,33,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,11.079.681.180,9.364.816.809,,,11079681180.0,9364816809.0
35,35,35,- Tiền gửi của Tổ chức phát hành,,11.297.197.134,99.062.244.834,,,11297197134.0,99062244834.0
