row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,544.869.349.437,322.299.439.788,544869349437.0,322299439788.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,56.565.562.090,41.393.115.080,56565562090.0,41393115080.0
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,892.215.020.494,706.150.717.394,892215020494.0,706150717394.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",43.555.718.511,46.530.534.752,43555718511.0,46530534752.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,636.797.667,1.172.424.305,636797667.0,1172424305.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",388.331.275,1.826.074.949,388331275.0,1826074949.0
"Chi phí khấu hao TSCĐ, Bất động sản đầu tư","Chi phí khấu hao TSCĐ, Bất động sản đầu tư","Chi phí khấu hao TSCĐ, Bất động sản đầu tư",55.609.686.930,62.364.310.898,55609686930.0,62364310898.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,132.708.061,168.520.995,132708061.0,168520995.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,306.597.851.749,364.377.531.807,306597851749.0,364377531807.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,17.357.900.757,9.551.117.268,17357900757.0,9551117268.0
Chi phí khác,Chi phí khác,Chi phí khác,40.419.206.951,95.893.536.511,40419206951.0,95893536511.0
Tổng cộng,Tổng cộng,Tổng cộng,1.958.348.133.922,1.651.727.323.747,1958348133922.0,1651727323747.0
